LineRef;LineName
STIF:Line::C01014:;4342
STIF:Line::C00472:;95-03B
STIF:Line::C02196:;29M
STIF:Line::C01616:;401
STIF:Line::C01205:;184
STIF:Line::C01132:;103
STIF:Line::C00783:;58
STIF:Line::C02625:;46
STIF:Line::C00766:;38
STIF:Line::C02267:;T'bus 3
STIF:Line::C00144:;8
STIF:Line::C00477:;95-21
STIF:Line::C01107:;72
STIF:Line::C01651:;S1
STIF:Line::C02318:;8ASc
STIF:Line::C00952:;73
STIF:Line::C01788:;95-32
STIF:Line::C00977:;913.07
STIF:Line::C00629:;26
STIF:Line::C00943:;57
STIF:Line::C00245:;701
STIF:Line::C00878:;3608
STIF:Line::C02459:;382
STIF:Line::C01552:;95-04
STIF:Line::C01414:;N02
STIF:Line::C01418:;N14
STIF:Line::C00944:;59
STIF:Line::C01743:;B
STIF:Line::C00793:;1
STIF:Line::C02612:;4002
STIF:Line::C00787:;5
STIF:Line::C01012:;4014
STIF:Line::C00797:;112
STIF:Line::C01204:;183
STIF:Line::C01282:;319
STIF:Line::C02293:;3660
STIF:Line::C02273:;3662
STIF:Line::C00673:;DM10S
STIF:Line::C00672:;DM10A
STIF:Line::C02121:;30A
STIF:Line::C01003:;4003
STIF:Line::C00109:;45
STIF:Line::C00476:;95-20
STIF:Line::C02154:;41B
STIF:Line::C00928:;41
STIF:Line::C01618:;403
STIF:Line::C01695:;247
STIF:Line::C01433:;Filéo Villiers-le-Bel (sur réservation)
STIF:Line::C00213:;39
STIF:Line::C01274:;303
STIF:Line::C01774:;T7
STIF:Line::C02193:;63
STIF:Line::C01317:;391
STIF:Line::C02137:;4
STIF:Line::C00749:;82
STIF:Line::C01390:;T2
STIF:Line::C01087:;46
STIF:Line::C00731:;9
STIF:Line::C01058:;39
STIF:Line::C01085:;42
STIF:Line::C01967:;11D
STIF:Line::C01971:;14B
STIF:Line::C01270:;297
STIF:Line::C01204:;183
STIF:Line::C01322:;399
STIF:Line::C01127:;96
STIF:Line::C01415:;N11
STIF:Line::C01416:;N16
STIF:Line::C01686:;L
STIF:Line::C02399:;DM9S
STIF:Line::C00413:;17
STIF:Line::C00411:;15
STIF:Line::C00532:;Express 307
STIF:Line::C01571:;Express 91-10
STIF:Line::C00619:;7
STIF:Line::C00623:;15
STIF:Line::C00633:;37
STIF:Line::C00031:;A
STIF:Line::C01137:;108
STIF:Line::C02067:;317
STIF:Line::C02068:;318
STIF:Line::C01786:;95-12
STIF:Line::C01613:;F
STIF:Line::C01618:;403
STIF:Line::C00067:;2
STIF:Line::C02393:;4345
STIF:Line::C01802:;1516
STIF:Line::C01305:;361
STIF:Line::C01190:;169
STIF:Line::C01287:;323
STIF:Line::C02031:;12
STIF:Line::C00519:;3931
STIF:Line::C00683:;M21A
STIF:Line::C00730:;7
STIF:Line::C00176:;22
STIF:Line::C01681:;3
STIF:Line::C01605:;K
STIF:Line::C01202:;181
STIF:Line::C01963:;9C
STIF:Line::C00821:;8A
STIF:Line::C02020:;4307
STIF:Line::C02021:;4308
STIF:Line::C00769:;42
STIF:Line::C01410:;N71
STIF:Line::C01756:;337
STIF:Line::C01186:;164
STIF:Line::C01333:;La Traverse Ney - Flandre
STIF:Line::C01087:;46
STIF:Line::C00262:;777
STIF:Line::C00173:;18
STIF:Line::C02153:;S2
STIF:Line::C02229:;Qs
STIF:Line::C00798:;Express 46
STIF:Line::C01400:;N31
STIF:Line::C02041:;CitéVal Franconville
STIF:Line::C01400:;N31
STIF:Line::C00875:;3604
STIF:Line::C02543:;90
STIF:Line::C01619:;404
STIF:Line::C00987:;7002
STIF:Line::C00986:;7001 Scolaire
STIF:Line::C00507:;3928C
STIF:Line::C01173:;148
STIF:Line::C00880:;3603
STIF:Line::C00876:;3609
STIF:Line::C01135:;106
STIF:Line::C01511:;15
STIF:Line::C01442:;F
STIF:Line::C01166:;140
STIF:Line::C00376:;16
STIF:Line::C02568:;6
STIF:Line::C01435:;A
STIF:Line::C01436:;B
STIF:Line::C01439:;G
STIF:Line::C01441:;I
STIF:Line::C01442:;F
STIF:Line::C01274:;303
STIF:Line::C01729:;E
STIF:Line::C00395:;95-08
STIF:Line::C02194:;61A
STIF:Line::C01168:;143
STIF:Line::C01397:;N23
STIF:Line::C01969:;13B
STIF:Line::C00819:;3
STIF:Line::C00820:;7A
STIF:Line::C01143:;114
STIF:Line::C02313:;1
STIF:Line::C00276:;23
STIF:Line::C00983:;5
STIF:Line::C00306:;34
STIF:Line::C02455:;20
STIF:Line::C00877:;3607
STIF:Line::C00886:;3656
STIF:Line::C00885:;3610
STIF:Line::C00883:;3606
STIF:Line::C01309:;370
STIF:Line::C00641:;27
STIF:Line::C01073:;21
STIF:Line::C01077:;27
STIF:Line::C01100:;64
STIF:Line::C02246:;71
STIF:Line::C01866:;24
STIF:Line::C00204:;23
STIF:Line::C01613:;F
STIF:Line::C00852:;37
STIF:Line::C00481:;CitéVal Sud Herblay
STIF:Line::C01700:;6164
STIF:Line::C02375:;TER Normandie
STIF:Line::C01205:;184
STIF:Line::C01869:;44
STIF:Line::C01394:;N51
STIF:Line::C02081:;559C
STIF:Line::C01408:;N63
STIF:Line::C00970:;68-16
STIF:Line::C01978:;323
STIF:Line::C01554:;95-41
STIF:Line::C01557:;95-44
STIF:Line::C01559:;95-46
STIF:Line::C00324:;1
STIF:Line::C00387:;312
STIF:Line::C00386:;302
STIF:Line::C00388:;303
STIF:Line::C01746:;TER Hauts-de-France
STIF:Line::C01737:;H
STIF:Line::C00401:;5
STIF:Line::C01742:;A
STIF:Line::C01052:;32
STIF:Line::C01187:;165
STIF:Line::C00452:;30-23
STIF:Line::C01879:;2
STIF:Line::C00782:;57
STIF:Line::C00634:;42
STIF:Line::C02006:;30-49
STIF:Line::C02160:;32S
STIF:Line::C00924:;34
STIF:Line::C00941:;56
STIF:Line::C00402:;7
STIF:Line::C01400:;N31
STIF:Line::C01568:;91-07
STIF:Line::C02470:;913.17A
STIF:Line::C01961:;8B
STIF:Line::C01974:;18B
STIF:Line::C00528:;39-103
STIF:Line::C00527:;6183
STIF:Line::C00533:;39-403
STIF:Line::C01137:;108
STIF:Line::C01139:;110
STIF:Line::C01411:;N41
STIF:Line::C01288:;325
STIF:Line::C00201:;19
STIF:Line::C00667:;DM6A
STIF:Line::C00464:;30-38
STIF:Line::C00307:;1537
STIF:Line::C01288:;325
STIF:Line::C02264:;20
STIF:Line::C00672:;DM10A
STIF:Line::C01813:;713
STIF:Line::C00247:;703
STIF:Line::C01095:;58
STIF:Line::C00953:;B
STIF:Line::C01527:;414
STIF:Line::C02201:;Express 91-11
STIF:Line::C00793:;1
STIF:Line::C00426:;Express 78
STIF:Line::C01961:;8B
STIF:Line::C01448:;210
STIF:Line::C00554:;3 (Future 433)
STIF:Line::C01126:;95
STIF:Line::C02412:;95-15
STIF:Line::C01093:;56
STIF:Line::C01086:;43
STIF:Line::C02221:;4309
STIF:Line::C01365:;TUVIM
STIF:Line::C01847:;L
STIF:Line::C00279:;27
STIF:Line::C02549:;53
STIF:Line::C00771:;44
STIF:Line::C00893:;3652
STIF:Line::C00694:;6203
STIF:Line::C01521:;401
STIF:Line::C00867:;23
STIF:Line::C01589:;623
STIF:Line::C02424:;N
STIF:Line::C00067:;2
STIF:Line::C00680:;17
STIF:Line::C02396:;DM151S
STIF:Line::C00675:;DM11A
STIF:Line::C01809:;380
STIF:Line::C02065:;681S
STIF:Line::C00220:;50
STIF:Line::C01601:;D
STIF:Line::C01492:;40
STIF:Line::C01257:;276
STIF:Line::C02401:;34S3
STIF:Line::C00880:;3603
STIF:Line::C01144:;115
STIF:Line::C00092:;4305
STIF:Line::C01102:;66
STIF:Line::C00821:;8A
STIF:Line::C01140:;111
STIF:Line::C01321:;396
STIF:Line::C01321:;396
STIF:Line::C00366:;LM2
STIF:Line::C00844:;4
STIF:Line::C02020:;4307
STIF:Line::C00100:;4323
STIF:Line::C01811:;4306
STIF:Line::C01120:;88
STIF:Line::C01847:;L
STIF:Line::C01600:;C
STIF:Line::C00380:;24-juin
STIF:Line::C00183:;B
STIF:Line::C01393:;N52
STIF:Line::C00503:;12
STIF:Line::C02090:;28B
STIF:Line::C01273:;302
STIF:Line::C01629:;418
STIF:Line::C01117:;85
STIF:Line::C01237:;238
STIF:Line::C01292:;340
STIF:Line::C00156:;R4
STIF:Line::C01340:;AS AUTOBUS SURESNOIS
STIF:Line::C01391:;T3a
STIF:Line::C01147:;118
STIF:Line::C00819:;3
STIF:Line::C00555:;4 (Future 434)
STIF:Line::C01139:;110
STIF:Line::C01279:;312
STIF:Line::C01017:;4346
STIF:Line::C01083:;38
STIF:Line::C01398:;N34
STIF:Line::C01657:;418
STIF:Line::C00286:;10
STIF:Line::C01849:;A
STIF:Line::C00755:;88A
STIF:Line::C00785:;60
STIF:Line::C02184:;6254
STIF:Line::C01404:;N32
STIF:Line::C00508:;3928D
STIF:Line::C00517:;3930D
STIF:Line::C00197:;15
STIF:Line::C01961:;8B
STIF:Line::C02665:;Soirée Mantes-la-Ville
STIF:Line::C01241:;249
STIF:Line::C00841:;2
STIF:Line::C01145:;116
STIF:Line::C00175:;20
STIF:Line::C00783:;58
STIF:Line::C00769:;42
STIF:Line::C00774:;48
STIF:Line::C00339:;401
STIF:Line::C00525:;6176
STIF:Line::C00420:;6287
STIF:Line::C01978:;323
STIF:Line::C01420:;N12
STIF:Line::C02188:;62C
STIF:Line::C00178:;25
STIF:Line::C00875:;3604
STIF:Line::C01576:;604
STIF:Line::C00550:;21
STIF:Line::C00141:;95-24
STIF:Line::C00239:;R104
STIF:Line::C01040:;10
STIF:Line::C01143:;114
STIF:Line::C01984:;38
STIF:Line::C01788:;95-32
STIF:Line::C02246:;71
STIF:Line::C01283:;320
STIF:Line::C01232:;220
STIF:Line::C00019:;23
STIF:Line::C02520:;11s
STIF:Line::C01949:;A
STIF:Line::C01556:;95-43
STIF:Line::C00270:;40
STIF:Line::C00921:;31S
STIF:Line::C02077:;31A
STIF:Line::C02092:;643
STIF:Line::C00388:;303
STIF:Line::C00205:;30 B
STIF:Line::C00224:;Gbus
STIF:Line::C01681:;3
STIF:Line::C00259:;715
STIF:Line::C00541:;454
STIF:Line::C00540:;453
STIF:Line::C00887:;3612
STIF:Line::C02633:;502
STIF:Line::C00735:;17
STIF:Line::C00792:;45
STIF:Line::C01843:;T4
STIF:Line::C00880:;3603
STIF:Line::C02284:;3658
STIF:Line::C01532:;419
STIF:Line::C01538:;464
STIF:Line::C01528:;415
STIF:Line::C01615:;510
STIF:Line::C01957:;16
STIF:Line::C00591:;M
STIF:Line::C01139:;110
STIF:Line::C01214:;194
STIF:Line::C02317:;T9
STIF:Line::C00078:;16
STIF:Line::C02097:;02E
STIF:Line::C00418:;8
STIF:Line::C02175:;TG
STIF:Line::C01389:;T1
STIF:Line::C02057:;6
STIF:Line::C02370:;TER Normandie
STIF:Line::C01431:;Filéo Sarcelles (sur réservation)
STIF:Line::C02016:;47
STIF:Line::C00061:;501
STIF:Line::C00652:;Express 80
STIF:Line::C01794:;T6
STIF:Line::C00330:;A
STIF:Line::C00335:;C
STIF:Line::C02529:;T12
STIF:Line::C01984:;38
STIF:Line::C00304:;1511
STIF:Line::C02291:;TàD 43
STIF:Line::C00934:;49
STIF:Line::C01247:;256
STIF:Line::C01093:;56
STIF:Line::C00162:;R3 Sud
STIF:Line::C00541:;454
STIF:Line::C00540:;453
STIF:Line::C00923:;33
STIF:Line::C01539:;465
STIF:Line::C00519:;3931
STIF:Line::C01263:;286
STIF:Line::C00340:;402
STIF:Line::C00818:;211
STIF:Line::C00891:;3611
STIF:Line::C00545:;440
STIF:Line::C00543:;456
STIF:Line::C00542:;455
STIF:Line::C01184:;162
STIF:Line::C02288:;193
STIF:Line::C01570:;EXPRESS 91-09
STIF:Line::C01527:;414
STIF:Line::C00798:;Express 46
STIF:Line::C02452:;44S
STIF:Line::C01527:;414
STIF:Line::C01528:;415
STIF:Line::C01435:;A
STIF:Line::C01146:;117
STIF:Line::C01245:;253
STIF:Line::C00033:;B
STIF:Line::C00408:;6211
STIF:Line::C00540:;453
STIF:Line::C01956:;420
STIF:Line::C00012:;7
STIF:Line::C01203:;182
STIF:Line::C01123:;92
STIF:Line::C00791:;44
STIF:Line::C00275:;70
STIF:Line::C00643:;71
STIF:Line::C00771:;44
STIF:Line::C01681:;3
STIF:Line::C00214:;43
STIF:Line::C01677:;430
STIF:Line::C01372:;2
STIF:Line::C00850:;34
STIF:Line::C00281:;3
STIF:Line::C02007:;168
STIF:Line::C00066:;20
STIF:Line::C00254:;711
STIF:Line::C01511:;15
STIF:Line::C01236:;237
STIF:Line::C01478:;12
STIF:Line::C00213:;39
STIF:Line::C00665:;DM04
STIF:Line::C01426:;2
STIF:Line::C00306:;34
STIF:Line::C02191:;62A
STIF:Line::C01397:;N23
STIF:Line::C01233:;221
STIF:Line::C02161:;71
STIF:Line::C01034:;73
STIF:Line::C02077:;31A
STIF:Line::C01794:;T6
STIF:Line::C02137:;4
STIF:Line::C00734:;16
STIF:Line::C02555:;59
STIF:Line::C00270:;40
STIF:Line::C00510:;3928F
STIF:Line::C01135:;106
STIF:Line::C02517:;CitéVal Ermont
STIF:Line::C00594:;O1 (Future 429)
STIF:Line::C00082:;10-janv
STIF:Line::C00545:;440
STIF:Line::C00543:;456
STIF:Line::C01542:;468
STIF:Line::C02507:;Soirée Brunoy Sud
STIF:Line::C00079:;19
STIF:Line::C00376:;16
STIF:Line::C00366:;LM2
STIF:Line::C00377:;RD
STIF:Line::C01140:;111
STIF:Line::C00481:;CitéVal Sud Herblay
STIF:Line::C00859:;Tzen1
STIF:Line::C00328:;6282
STIF:Line::C00327:;6281
STIF:Line::C01193:;172
STIF:Line::C00669:;DM7S
STIF:Line::C00654:;41
STIF:Line::C00509:;3928E
STIF:Line::C00531:;3930A
STIF:Line::C01098:;62
STIF:Line::C01772:;6230
STIF:Line::C00971:;6810
STIF:Line::C01616:;401
STIF:Line::C02124:;10
STIF:Line::C00669:;DM7S
STIF:Line::C00364:;501
STIF:Line::C00738:;20
STIF:Line::C00748:;81
STIF:Line::C01271:;299
STIF:Line::C02254:;40
STIF:Line::C01532:;419
STIF:Line::C01527:;414
STIF:Line::C01171:;146
STIF:Line::C00766:;38
STIF:Line::C01401:;N21
STIF:Line::C01144:;115
STIF:Line::C00951:;70
STIF:Line::C00485:;1520
STIF:Line::C02422:;TàD Eaubonne Domont
STIF:Line::C00233:;R6
STIF:Line::C01964:;9D
STIF:Line::C00853:;41
STIF:Line::C01185:;163
STIF:Line::C01124:;93
STIF:Line::C00864:;25
STIF:Line::C00003:;Licorne
STIF:Line::C01240:;244
STIF:Line::C01874:;FA
STIF:Line::C00211:;33
STIF:Line::C01180:;157
STIF:Line::C01167:;141
STIF:Line::C00274:;12
STIF:Line::C01384:;14
STIF:Line::C01951:;12
STIF:Line::C01079:;29
STIF:Line::C01294:;341
STIF:Line::C00733:;15
STIF:Line::C01630:;419
STIF:Line::C01245:;253
STIF:Line::C01401:;N21
STIF:Line::C01217:;197
STIF:Line::C01418:;N14
STIF:Line::C01588:;620
STIF:Line::C02418:;105
STIF:Line::C01151:;122
STIF:Line::C01822:;17
STIF:Line::C00984:;913.50
STIF:Line::C01073:;21
STIF:Line::C01230:;216
STIF:Line::C00735:;17
STIF:Line::C01426:;2
STIF:Line::C01717:;8
STIF:Line::C02131:;6
STIF:Line::C02133:;9
STIF:Line::C00173:;18
STIF:Line::C02665:;Soirée Mantes-la-Ville
STIF:Line::C01277:;308
STIF:Line::C01802:;1516
STIF:Line::C00446:;1518
STIF:Line::C00465:;1519
STIF:Line::C00698:;6207
STIF:Line::C00214:;43
STIF:Line::C01776:;9
STIF:Line::C01743:;B
STIF:Line::C01252:;269
STIF:Line::C01151:;122
STIF:Line::C00891:;3611
STIF:Line::C00050:;6123
STIF:Line::C01175:;151
STIF:Line::C01243:;251
STIF:Line::C02086:;55
STIF:Line::C02202:;111
STIF:Line::C00477:;95-21
STIF:Line::C00817:;202
STIF:Line::C01120:;88
STIF:Line::C01241:;249
STIF:Line::C00351:;Inter-Vals
STIF:Line::C02501:;U
STIF:Line::C00009:;3
STIF:Line::C01522:;441
STIF:Line::C01215:;195
STIF:Line::C00418:;8
STIF:Line::C01984:;38
STIF:Line::C01234:;234
STIF:Line::C02151:;S5
STIF:Line::C01040:;10
STIF:Line::C00662:;DM2A
STIF:Line::C02096:;02D
STIF:Line::C00789:;41
STIF:Line::C02249:;Express A14 Mantes
STIF:Line::C00119:;41
STIF:Line::C00337:;G
STIF:Line::C02479:;Extrême Soirée
STIF:Line::C01635:;N151
STIF:Line::C01082:;32
STIF:Line::C01057:;38
STIF:Line::C01490:;503
STIF:Line::C02187:;61B
STIF:Line::C00622:;4
STIF:Line::C01338:;EOLIEN
STIF:Line::C00345:;408
STIF:Line::C00308:;6
STIF:Line::C01253:;270
STIF:Line::C01316:;390
STIF:Line::C01874:;FA
STIF:Line::C01753:;3655
STIF:Line::C00881:;3601
STIF:Line::C00891:;3611
STIF:Line::C00877:;3607
STIF:Line::C00886:;3656
STIF:Line::C00883:;3606
STIF:Line::C02274:;3663
STIF:Line::C01159:;131
STIF:Line::C00218:;47
STIF:Line::C00217:;46
STIF:Line::C02033:;49
STIF:Line::C00897:;3630
STIF:Line::C02413:;95-50
STIF:Line::C00735:;17
STIF:Line::C00555:;4 (Future 434)
STIF:Line::C00675:;DM11A
STIF:Line::C01238:;239
STIF:Line::C00796:;3
STIF:Line::C01049:;29A
STIF:Line::C00695:;6204
STIF:Line::C01408:;N63
STIF:Line::C01332:;La Traverse Batignolles-Bichat
STIF:Line::C00590:;S
STIF:Line::C01081:;31
STIF:Line::C01186:;164
STIF:Line::C01426:;2
STIF:Line::C02290:;114
STIF:Line::C02279:;23
STIF:Line::C01823:;Fileo Saint-Pathus (sur réservation)
STIF:Line::C00853:;41
STIF:Line::C00769:;42
STIF:Line::C01319:;394
STIF:Line::C01715:;13A
STIF:Line::C00944:;59
STIF:Line::C01085:;42
STIF:Line::C01866:;24
STIF:Line::C01668:;457
STIF:Line::C01106:;70
STIF:Line::C00847:;13
STIF:Line::C01801:;3
STIF:Line::C00031:;A
STIF:Line::C01156:;127
STIF:Line::C01277:;308
STIF:Line::C00675:;DM11A
STIF:Line::C01949:;A
STIF:Line::C00939:;54
STIF:Line::C00098:;331
STIF:Line::C01201:;180
STIF:Line::C00119:;41
STIF:Line::C00138:;512
STIF:Line::C00615:;35
STIF:Line::C01127:;96
STIF:Line::C01100:;64
STIF:Line::C00881:;3601
STIF:Line::C00685:;DM22
STIF:Line::C01095:;58
STIF:Line::C01371:;1
STIF:Line::C02254:;40
STIF:Line::C00598:;Quincy Bus
STIF:Line::C00636:;44
STIF:Line::C02036:;B
STIF:Line::C00017:;18
STIF:Line::C01089:;48
STIF:Line::C00987:;7002
STIF:Line::C01398:;N34
STIF:Line::C01729:;E
STIF:Line::C01437:;C
STIF:Line::C01448:;210
STIF:Line::C01280:;317
STIF:Line::C00403:;10
STIF:Line::C01222:;207
STIF:Line::C01233:;221
STIF:Line::C02245:;59
STIF:Line::C00737:;19
STIF:Line::C01561:;9
STIF:Line::C01196:;175
STIF:Line::C01679:;T3b
STIF:Line::C01077:;27
STIF:Line::C00747:;L
STIF:Line::C02117:;09B
STIF:Line::C00371:;14
STIF:Line::C01163:;137
STIF:Line::C02470:;913.17A
STIF:Line::C02472:;913.17B
STIF:Line::C00504:;3927
STIF:Line::C00130:;62
STIF:Line::C00116:;33
STIF:Line::C00114:;X419
STIF:Line::C00032:;D
STIF:Line::C00939:;54
STIF:Line::C01743:;B
STIF:Line::C01136:;107
STIF:Line::C01251:;268
STIF:Line::C01253:;270
STIF:Line::C01099:;63
STIF:Line::C01423:;1
STIF:Line::C02132:;9s
STIF:Line::C01161:;133
STIF:Line::C01105:;69
STIF:Line::C00367:;LM3
STIF:Line::C01383:;13
STIF:Line::C02271:;325
STIF:Line::C00031:;A
STIF:Line::C01096:;60
STIF:Line::C01451:;19
STIF:Line::C02266:;T'bus 2
STIF:Line::C02186:;63
STIF:Line::C00261:;Vitavil
STIF:Line::C00188:;89
STIF:Line::C01307:;367
STIF:Line::C02587:;TàD Nord Meulan - Les Mureaux
STIF:Line::C01999:;T11
STIF:Line::C00105:;330
STIF:Line::C01087:;46
STIF:Line::C00774:;48
STIF:Line::C01094:;57
STIF:Line::C01211:;190
STIF:Line::C01739:;J
STIF:Line::C02375:;TER Normandie
STIF:Line::C00752:;110
STIF:Line::C00922:;32
STIF:Line::C00516:;3930C
STIF:Line::C00656:;8
STIF:Line::C01967:;11D
STIF:Line::C00553:;2 (Future 432)
STIF:Line::C02412:;95-15
STIF:Line::C00154:;21
STIF:Line::C01571:;Express 91-10
STIF:Line::C00248:;704
STIF:Line::C00636:;44
STIF:Line::C00758:;89
STIF:Line::C00764:;35
STIF:Line::C01538:;464
STIF:Line::C01193:;172
STIF:Line::C02555:;59
STIF:Line::C00270:;40
STIF:Line::C02563:;74
STIF:Line::C01852:;D
STIF:Line::C01145:;116
STIF:Line::C00112:;14
STIF:Line::C00119:;41
STIF:Line::C01498:;2273
STIF:Line::C00304:;1511
STIF:Line::C01177:;153
STIF:Line::C01210:;189
STIF:Line::C00502:;3918
STIF:Line::C01429:;Filéo Othis (sur réservation)
STIF:Line::C00642:;28
STIF:Line::C02146:;S4
STIF:Line::C01274:;303
STIF:Line::C00793:;1
STIF:Line::C01442:;F
STIF:Line::C01680:;35
STIF:Line::C01846:;J
STIF:Line::C00660:;19
STIF:Line::C01776:;9
STIF:Line::C01777:;12
STIF:Line::C00656:;8
STIF:Line::C01715:;13A
STIF:Line::C00913:;18
STIF:Line::C02462:;1517
STIF:Line::C00248:;704
STIF:Line::C00247:;703
STIF:Line::C01285:;321
STIF:Line::C01079:;29
STIF:Line::C01004:;4004
STIF:Line::C00548:;12 (Future 451)
STIF:Line::C01979:;R
STIF:Line::C00797:;112
STIF:Line::C01579:;609
STIF:Line::C01836:;G
STIF:Line::C00342:;412
STIF:Line::C01085:;42
STIF:Line::C00379:;Express 191-100
STIF:Line::C00062:;Express 60
STIF:Line::C01420:;N12
STIF:Line::C01398:;N34
STIF:Line::C00964:;685A
STIF:Line::C00688:;DM26
STIF:Line::C00823:;10
STIF:Line::C01963:;9C
STIF:Line::C00390:;304
STIF:Line::C01181:;158
STIF:Line::C01397:;N23
STIF:Line::C01729:;E
STIF:Line::C01035:;74
STIF:Line::C01077:;27
STIF:Line::C00591:;M
STIF:Line::C01476:;6
STIF:Line::C01617:;402
STIF:Line::C00592:;I
STIF:Line::C02066:;316
STIF:Line::C02067:;317
STIF:Line::C00032:;D
STIF:Line::C01282:;319
STIF:Line::C00959:;I
STIF:Line::C00958:;D
STIF:Line::C00957:;G
STIF:Line::C00953:;B
STIF:Line::C01184:;162
STIF:Line::C00482:;3615
STIF:Line::C01479:;14
STIF:Line::C01092:;54
STIF:Line::C00003:;Licorne
STIF:Line::C02290:;114
STIF:Line::C01984:;38
STIF:Line::C00671:;DM9
STIF:Line::C00846:;12
STIF:Line::C02188:;62C
STIF:Line::C02455:;20
STIF:Line::C01270:;297
STIF:Line::C01764:;4321
STIF:Line::C01578:;607
STIF:Line::C00075:;14
STIF:Line::C01473:;2
STIF:Line::C00094:;15
STIF:Line::C00074:;1
STIF:Line::C01213:;192
STIF:Line::C01742:;A
STIF:Line::C00032:;D
STIF:Line::C00028:;501
STIF:Line::C00437:;30-mai
STIF:Line::C01303:;356
STIF:Line::C00734:;16
STIF:Line::C01714:;300
STIF:Line::C01228:;214
STIF:Line::C01398:;N34
STIF:Line::C00958:;D
STIF:Line::C00478:;95-26 Scolaire
STIF:Line::C02205:;PC
STIF:Line::C00345:;408
STIF:Line::C00881:;3601
STIF:Line::C01583:;615
STIF:Line::C01584:;616
STIF:Line::C01235:;235
STIF:Line::C01538:;464
STIF:Line::C01528:;415
STIF:Line::C00248:;704
STIF:Line::C00675:;DM11A
STIF:Line::C00211:;33
STIF:Line::C01231:;217
STIF:Line::C01090:;52
STIF:Line::C01873:;6251
STIF:Line::C01049:;29A
STIF:Line::C01571:;Express 91-10
STIF:Line::C01451:;19
STIF:Line::C02196:;29M
STIF:Line::C01268:;294
STIF:Line::C01766:;116
STIF:Line::C01391:;T3a
STIF:Line::C02633:;502
STIF:Line::C00386:;302
STIF:Line::C00388:;303
STIF:Line::C00964:;685A
STIF:Line::C00669:;DM7S
STIF:Line::C00926:;35
STIF:Line::C01716:;13B
STIF:Line::C02026:;4331
STIF:Line::C01140:;111
STIF:Line::C00236:;R111
STIF:Line::C01432:;Filéo Goussainville (sur réservation)
STIF:Line::C01151:;122
STIF:Line::C01796:;2B
STIF:Line::C01979:;R
STIF:Line::C00876:;3609
STIF:Line::C00539:;452
STIF:Line::C01304:;360
STIF:Line::C00967:;68-09
STIF:Line::C00984:;913.50
STIF:Line::C00575:;J2 (Future 427)
STIF:Line::C02270:;324
STIF:Line::C01842:;H
STIF:Line::C01679:;T3b
STIF:Line::C01132:;103
STIF:Line::C00050:;6123
STIF:Line::C01080:;30
STIF:Line::C01996:;4B
STIF:Line::C00952:;73
STIF:Line::C00166:;5
STIF:Line::C01951:;12
STIF:Line::C01225:;211
STIF:Line::C00840:;1
STIF:Line::C01742:;A
STIF:Line::C01310:;372
STIF:Line::C01947:;8
STIF:Line::C00414:;Q
STIF:Line::C00402:;7
STIF:Line::C00423:;P
STIF:Line::C01155:;126
STIF:Line::C01184:;162
STIF:Line::C02160:;32S
STIF:Line::C00518:;39-303
STIF:Line::C02276:;3631
STIF:Line::C02289:;113
STIF:Line::C01118:;86
STIF:Line::C00265:;9502
STIF:Line::C01416:;N16
STIF:Line::C00631:;32
STIF:Line::C00043:;6124
STIF:Line::C01407:;N22
STIF:Line::C01233:;221
STIF:Line::C00106:;21
STIF:Line::C01233:;221
STIF:Line::C01316:;390
STIF:Line::C01617:;402
STIF:Line::C00696:;6205
STIF:Line::C02232:;Ms
STIF:Line::C00454:;76
STIF:Line::C00100:;4323
STIF:Line::C02437:;209
STIF:Line::C01554:;95-41
STIF:Line::C00299:;1510
STIF:Line::C00924:;34
STIF:Line::C01995:;4A
STIF:Line::C00952:;73
STIF:Line::C01819:;208S
STIF:Line::C00388:;303
STIF:Line::C00472:;95-03B
STIF:Line::C00447:;30-14
STIF:Line::C00850:;34
STIF:Line::C01567:;EXPRESS 91-06
STIF:Line::C01224:;210
STIF:Line::C01334:;520
STIF:Line::C01541:;467
STIF:Line::C00543:;456
STIF:Line::C00062:;Express 60
STIF:Line::C02205:;PC
STIF:Line::C01103:;67
STIF:Line::C00928:;41
STIF:Line::C02659:;N123
STIF:Line::C02273:;3662
STIF:Line::C00528:;39-103
STIF:Line::C00533:;39-403
STIF:Line::C01154:;125
STIF:Line::C01058:;39
STIF:Line::C01081:;31
STIF:Line::C01214:;194
STIF:Line::C01807:;N66
STIF:Line::C01119:;87
STIF:Line::C00330:;A
STIF:Line::C02142:;L
STIF:Line::C00863:;22
STIF:Line::C01528:;415
STIF:Line::C00919:;23
STIF:Line::C00594:;O1 (Future 429)
STIF:Line::C02551:;55
STIF:Line::C01316:;390
STIF:Line::C00373:;19
STIF:Line::C00377:;RD
STIF:Line::C00025:;309
STIF:Line::C01816:;R114
STIF:Line::C00226:;R117
STIF:Line::C00386:;302
STIF:Line::C01498:;2273
STIF:Line::C02093:;02A
STIF:Line::C00191:;11
STIF:Line::C01387:;7B
STIF:Line::C02551:;55
STIF:Line::C00025:;309
STIF:Line::C00006:;480
STIF:Line::C01426:;2
STIF:Line::C01837:;J
STIF:Line::C02149:;B
STIF:Line::C00385:;301
STIF:Line::C01617:;402
STIF:Line::C01272:;301
STIF:Line::C01089:;48
