LineRef;LineName
STIF:Line::C01373:;3
STIF:Line::C00495:;11
STIF:Line::C00683:;M21A
STIF:Line::C02201:;Express 91-11
STIF:Line::C01721:;3907
STIF:Line::C00516:;3930C
STIF:Line::C00180:;29
STIF:Line::C02197:;17B
STIF:Line::C01380:;10
STIF:Line::C01191:;170
STIF:Line::C01208:;187
STIF:Line::C02288:;193
STIF:Line::C00057:;9
STIF:Line::C01953:;49
STIF:Line::C00738:;20
STIF:Line::C01698:;22
STIF:Line::C01186:;164
STIF:Line::C01275:;304
STIF:Line::C02008:;353
STIF:Line::C01079:;29
STIF:Line::C02144:;T
STIF:Line::C02617:;2
STIF:Line::C02620:;4s
STIF:Line::C00401:;5
STIF:Line::C01574:;602
STIF:Line::C01848:;R
STIF:Line::C01402:;N61
STIF:Line::C01211:;190
STIF:Line::C01703:;S1
STIF:Line::C00103:;1025
STIF:Line::C00735:;17
STIF:Line::C01394:;N51
STIF:Line::C00204:;23
STIF:Line::C02266:;T'bus 2
STIF:Line::C01092:;54
STIF:Line::C01214:;194
STIF:Line::C01807:;N66
STIF:Line::C01287:;323
STIF:Line::C01171:;146
STIF:Line::C01581:;613
STIF:Line::C00770:;43
STIF:Line::C00557:;6 (Future 436)
STIF:Line::C02422:;TàD Eaubonne Domont
STIF:Line::C01240:;244
STIF:Line::C01082:;32
STIF:Line::C02401:;34S3
STIF:Line::C00103:;1025
STIF:Line::C00393:;95-05
STIF:Line::C00786:;9
STIF:Line::C01320:;395
STIF:Line::C01083:;38
STIF:Line::C01203:;182
STIF:Line::C01679:;T3b
STIF:Line::C01276:;306
STIF:Line::C00420:;6287
STIF:Line::C02476:;Soirée Villeparisis
STIF:Line::C01153:;124
STIF:Line::C01130:;101
STIF:Line::C00062:;Express 60
STIF:Line::C00913:;18
STIF:Line::C01063:;Express 17
STIF:Line::C00921:;31S
STIF:Line::C00673:;DM10S
STIF:Line::C00672:;DM10A
STIF:Line::C00680:;17
STIF:Line::C01302:;355
STIF:Line::C00516:;3930C
STIF:Line::C01090:;52
STIF:Line::C02544:;92
STIF:Line::C02560:;68
STIF:Line::C00730:;7
STIF:Line::C00125:;171
STIF:Line::C00124:;170
STIF:Line::C01472:;Express 9518
STIF:Line::C00628:;25
STIF:Line::C01089:;48
STIF:Line::C00661:;Express 20
STIF:Line::C00551:;23
STIF:Line::C00356:;BM
STIF:Line::C00453:;3025 Scolaire
STIF:Line::C00907:;8C
STIF:Line::C00910:;12
STIF:Line::C01057:;38
STIF:Line::C00234:;R7
STIF:Line::C01006:;4006
STIF:Line::C02251:;77
STIF:Line::C00103:;1025
STIF:Line::C02000:;259
STIF:Line::C01074:;22
STIF:Line::C01984:;38
STIF:Line::C01543:;475
STIF:Line::C01706:;S4
STIF:Line::C00426:;Express 78
STIF:Line::C01241:;249
STIF:Line::C01105:;69
STIF:Line::C01279:;312
STIF:Line::C01411:;N41
STIF:Line::C01172:;147
STIF:Line::C00118:;34
STIF:Line::C01992:;17
STIF:Line::C02444:;28
STIF:Line::C02267:;T'bus 3
STIF:Line::C02254:;40
STIF:Line::C01863:;TER Hauts-de-France
STIF:Line::C00967:;68-09
STIF:Line::C00255:;714
STIF:Line::C00247:;703
STIF:Line::C00619:;7
STIF:Line::C00622:;4
STIF:Line::C00620:;12
STIF:Line::C02232:;Ms
STIF:Line::C00365:;LM1
STIF:Line::C01748:;TER Normandie
STIF:Line::C01182:;159
STIF:Line::C01157:;128
STIF:Line::C00860:;64
STIF:Line::C00259:;715
STIF:Line::C02437:;209
STIF:Line::C01842:;H
STIF:Line::C00424:;M
STIF:Line::C01148:;119
STIF:Line::C00788:;6
STIF:Line::C02667:;Soirée Aubergenville
STIF:Line::C01772:;6230
STIF:Line::C00170:;10
STIF:Line::C01398:;N34
STIF:Line::C01511:;15
STIF:Line::C01439:;G
STIF:Line::C00508:;3928D
STIF:Line::C00684:;M21B
STIF:Line::C00069:;4
STIF:Line::C00543:;456
STIF:Line::C00385:;301
STIF:Line::C02364:;Corbeil - Melun
STIF:Line::C02194:;61A
STIF:Line::C02006:;30-49
STIF:Line::C02041:;CitéVal Franconville
STIF:Line::C00165:;4
STIF:Line::C00184:;E
STIF:Line::C00183:;B
STIF:Line::C00370:;13
STIF:Line::C00236:;R111
STIF:Line::C01432:;Filéo Goussainville (sur réservation)
STIF:Line::C01107:;72
STIF:Line::C01420:;N12
STIF:Line::C01099:;63
STIF:Line::C01838:;3938
STIF:Line::C01254:;272
STIF:Line::C00942:;56S
STIF:Line::C01847:;L
STIF:Line::C01160:;132
STIF:Line::C01315:;389
STIF:Line::C01409:;N53
STIF:Line::C01239:;241
STIF:Line::C00669:;DM7S
STIF:Line::C00031:;A
STIF:Line::C01571:;Express 91-10
STIF:Line::C01277:;308
STIF:Line::C00700:;6209
STIF:Line::C01566:;EXPRESS 91-05
STIF:Line::C01203:;182
STIF:Line::C00770:;43
STIF:Line::C01711:;DM11E
STIF:Line::C00679:;DM16
STIF:Line::C00674:;DM11G
STIF:Line::C00004:;483
STIF:Line::C02281:;3632
STIF:Line::C02272:;3661
STIF:Line::C00640:;42
STIF:Line::C02557:;65
STIF:Line::C02422:;TàD Eaubonne Domont
STIF:Line::C01818:;208B
STIF:Line::C02290:;114
STIF:Line::C00001:;482
STIF:Line::C01577:;605
STIF:Line::C00170:;10
STIF:Line::C02472:;913.17B
STIF:Line::C00974:;306.12
STIF:Line::C00727:;5
STIF:Line::C01746:;TER Hauts-de-France
STIF:Line::C01677:;430
STIF:Line::C01163:;137
STIF:Line::C01049:;29A
STIF:Line::C02262:;Soirée Montgeron
STIF:Line::C00359:;E
STIF:Line::C02072:;12A
STIF:Line::C01063:;Express 17
STIF:Line::C01648:;N133
STIF:Line::C00242:;R107
STIF:Line::C00093:;114
STIF:Line::C01166:;140
STIF:Line::C01427:;5
STIF:Line::C00201:;19
STIF:Line::C00016:;14
STIF:Line::C02124:;10
STIF:Line::C02027:;260
STIF:Line::C00728:;4
STIF:Line::C01400:;N31
STIF:Line::C01379:;9
STIF:Line::C02288:;193
STIF:Line::C00436:;3004 Scolaire
STIF:Line::C01524:;420
STIF:Line::C01526:;422
STIF:Line::C01389:;T1
STIF:Line::C02036:;B
STIF:Line::C01696:;248
STIF:Line::C02448:;403
STIF:Line::C00176:;22
STIF:Line::C01659:;A
STIF:Line::C00510:;3928F
STIF:Line::C00388:;303
STIF:Line::C01837:;J
STIF:Line::C01234:;234
STIF:Line::C01830:;A
STIF:Line::C00062:;Express 60
STIF:Line::C00697:;6206
STIF:Line::C01305:;361
STIF:Line::C01808:;254
STIF:Line::C02156:;19
STIF:Line::C00201:;19
STIF:Line::C02610:;4007
STIF:Line::C00831:;18A
STIF:Line::C00420:;6287
STIF:Line::C01965:;11B
STIF:Line::C01132:;103
STIF:Line::C01015:;4343
STIF:Line::C01013:;4341
STIF:Line::C01177:;153
STIF:Line::C00216:;45
STIF:Line::C02390:;7002 Scolaire
STIF:Line::C01322:;399
STIF:Line::C00394:;95-07
STIF:Line::C00400:;9517
STIF:Line::C01211:;190
STIF:Line::C02149:;B
STIF:Line::C01137:;108
STIF:Line::C01223:;208A
STIF:Line::C01158:;129
STIF:Line::C01237:;238
STIF:Line::C00733:;15
STIF:Line::C00297:;8
STIF:Line::C00243:;R108
STIF:Line::C00264:;9501
STIF:Line::C00226:;R117
STIF:Line::C00959:;I
STIF:Line::C01116:;84
STIF:Line::C01108:;73
STIF:Line::C00052:;6122
STIF:Line::C00639:;Express 19
STIF:Line::C01697:;21
STIF:Line::C01581:;613
STIF:Line::C00113:;6217
STIF:Line::C00446:;1518
STIF:Line::C01493:;6280
STIF:Line::C01530:;417
STIF:Line::C00785:;60
STIF:Line::C00627:;23
STIF:Line::C02568:;6
STIF:Line::C02609:;4349
STIF:Line::C01224:;210
STIF:Line::C00611:;25
STIF:Line::C00302:;1513
STIF:Line::C00752:;110
STIF:Line::C00938:;53
STIF:Line::C00086:;1
STIF:Line::C02539:;16
STIF:Line::C02570:;13
STIF:Line::C00890:;3654
STIF:Line::C00801:;3633
STIF:Line::C02000:;259
STIF:Line::C01378:;8
STIF:Line::C02449:;41
STIF:Line::C02427:;22 (Future 442)
STIF:Line::C00553:;2 (Future 432)
STIF:Line::C01318:;393
STIF:Line::C01603:;I
STIF:Line::C00209:;32
STIF:Line::C01966:;11C
STIF:Line::C00820:;7A
STIF:Line::C00830:;17A
STIF:Line::C01669:;31
STIF:Line::C01124:;93
STIF:Line::C01480:;17A
STIF:Line::C00465:;1519
STIF:Line::C02184:;6254
STIF:Line::C00751:;109
STIF:Line::C00204:;23
STIF:Line::C01444:;208
STIF:Line::C00976:;2
STIF:Line::C02473:;913.17C
STIF:Line::C00515:;3930B
STIF:Line::C00413:;17
STIF:Line::C00760:;91
STIF:Line::C02156:;19
STIF:Line::C02446:;17s
STIF:Line::C01479:;14
STIF:Line::C00876:;3609
STIF:Line::C01159:;131
STIF:Line::C00755:;88A
STIF:Line::C00296:;5
STIF:Line::C01272:;301
STIF:Line::C01224:;210
STIF:Line::C00924:;34
STIF:Line::C01392:;N24
STIF:Line::C00926:;35
STIF:Line::C00925:;34S1
STIF:Line::C00920:;31
STIF:Line::C01993:;48
STIF:Line::C01047:;26
STIF:Line::C01258:;278
STIF:Line::C00458:;30-31 Scolaire
STIF:Line::C01315:;389
STIF:Line::C01561:;9
STIF:Line::C01190:;169
STIF:Line::C02626:;Soir Vernouillet-Verneuil
STIF:Line::C01100:;64
STIF:Line::C01878:;30-juil
STIF:Line::C00476:;95-20
STIF:Line::C00306:;34
STIF:Line::C01079:;29
STIF:Line::C01399:;N33
STIF:Line::C02389:;30-21 Est
STIF:Line::C00666:;DM5
STIF:Line::C00859:;Tzen1
STIF:Line::C01628:;415
STIF:Line::C00516:;3930C
STIF:Line::C01157:;128
STIF:Line::C01678:;C
STIF:Line::C02188:;62C
STIF:Line::C00346:;409
STIF:Line::C00418:;8
STIF:Line::C02137:;4
STIF:Line::C02457:;Ligne Bleue
STIF:Line::C02080:;559B
STIF:Line::C01744:;TER Centre - Val de Loire
STIF:Line::C00220:;50
STIF:Line::C00586:;F4
STIF:Line::C01589:;623
STIF:Line::C01391:;T3a
STIF:Line::C02160:;32S
STIF:Line::C00188:;89
STIF:Line::C01951:;12
STIF:Line::C02282:;3613
STIF:Line::C01232:;220
STIF:Line::C01398:;N34
STIF:Line::C02630:;612
STIF:Line::C01620:;405
STIF:Line::C02095:;02C
STIF:Line::C00733:;15
STIF:Line::C00552:;1 (Future 431)
STIF:Line::C02456:;9 (Future 439)
STIF:Line::C00943:;57
STIF:Line::C00634:;42
STIF:Line::C01634:;N130
STIF:Line::C01285:;321
STIF:Line::C02128:;35D
STIF:Line::C00298:;9
STIF:Line::C00437:;30-mai
STIF:Line::C01690:;6179
STIF:Line::C01074:;22
STIF:Line::C00014:;10
STIF:Line::C01874:;FA
STIF:Line::C02121:;30A
STIF:Line::C00507:;3928C
STIF:Line::C00531:;3930A
STIF:Line::C01194:;173
STIF:Line::C01176:;152
STIF:Line::C00103:;1025
STIF:Line::C00878:;3608
STIF:Line::C01735:;DIM
STIF:Line::C01227:;213
STIF:Line::C01156:;127
STIF:Line::C01365:;TUVIM
STIF:Line::C02272:;3661
STIF:Line::C01299:;351
STIF:Line::C01227:;213
STIF:Line::C01807:;N66
STIF:Line::C01558:;95-45
STIF:Line::C01784:;4
STIF:Line::C00201:;19
STIF:Line::C01833:;D
STIF:Line::C01169:;144
STIF:Line::C01199:;178
STIF:Line::C02265:;T'bus 1
STIF:Line::C00603:;2
STIF:Line::C02168:;14.1
STIF:Line::C00252:;709
STIF:Line::C02461:;DM3B
STIF:Line::C01789:;95-33
STIF:Line::C01727:;C
STIF:Line::C00336:;M
STIF:Line::C01818:;208B
STIF:Line::C01371:;1
STIF:Line::C01239:;241
STIF:Line::C00505:;3928A
STIF:Line::C00034:;C
STIF:Line::C00735:;17
STIF:Line::C01532:;419
STIF:Line::C01142:;113
STIF:Line::C02005:;30-mars
STIF:Line::C02170:;9
STIF:Line::C01141:;112
STIF:Line::C01842:;H
STIF:Line::C00285:;24
STIF:Line::C01139:;110
STIF:Line::C01634:;N130
STIF:Line::C01405:;N45
STIF:Line::C01274:;303
STIF:Line::C01419:;N13
STIF:Line::C01120:;88
STIF:Line::C00370:;13
STIF:Line::C01684:;T5
STIF:Line::C01049:;29A
STIF:Line::C01904:;L
STIF:Line::C01174:;150
STIF:Line::C00426:;Express 78
STIF:Line::C00626:;22
STIF:Line::C02160:;32S
STIF:Line::C02472:;913.17B
STIF:Line::C00296:;5
STIF:Line::C01852:;D
STIF:Line::C01392:;N24
STIF:Line::C01563:;91-02
STIF:Line::C01274:;303
STIF:Line::C02529:;T12
STIF:Line::C00479:;Navette de Bouffemont
STIF:Line::C00117:;26
STIF:Line::C01105:;69
STIF:Line::C01306:;366
STIF:Line::C00171:;11
STIF:Line::C02243:;25
STIF:Line::C01802:;1516
STIF:Line::C01060:;41A
STIF:Line::C00536:;449
STIF:Line::C00582:;C
STIF:Line::C02027:;260
STIF:Line::C02659:;N123
STIF:Line::C00184:;E
STIF:Line::C01229:;215
STIF:Line::C01274:;303
STIF:Line::C00852:;37
STIF:Line::C00126:;172
STIF:Line::C00387:;312
STIF:Line::C01195:;174
STIF:Line::C01124:;93
STIF:Line::C01313:;385
STIF:Line::C00097:;319
STIF:Line::C00500:;3917
STIF:Line::C02059:;27
STIF:Line::C00538:;451
STIF:Line::C01322:;399
STIF:Line::C01844:;K
STIF:Line::C02092:;643
STIF:Line::C00105:;330
STIF:Line::C02206:;95-48
STIF:Line::C02415:;95-51
STIF:Line::C00216:;45
STIF:Line::C00982:;3
STIF:Line::C01524:;420
STIF:Line::C01537:;463
STIF:Line::C00034:;C
STIF:Line::C02307:;21s
STIF:Line::C00337:;G
STIF:Line::C00067:;2
STIF:Line::C01698:;22
STIF:Line::C01531:;418
STIF:Line::C00408:;6211
STIF:Line::C02439:;K
STIF:Line::C00225:;116
STIF:Line::C00532:;Express 307
STIF:Line::C00521:;39-34
STIF:Line::C01866:;24
STIF:Line::C01730:;P
STIF:Line::C00947:;Express 62
STIF:Line::C00941:;56
STIF:Line::C01842:;H
STIF:Line::C00517:;3930D
STIF:Line::C02032:;18C
STIF:Line::C00576:;H
STIF:Line::C02560:;68
STIF:Line::C01248:;258
STIF:Line::C01210:;189
STIF:Line::C00781:;56
STIF:Line::C00519:;3931
STIF:Line::C01648:;N133
STIF:Line::C01740:;L
STIF:Line::C01152:;123
STIF:Line::C01407:;N22
STIF:Line::C00189:;1
STIF:Line::C00052:;6122
STIF:Line::C01961:;8B
STIF:Line::C01635:;N151
STIF:Line::C01685:;A1
STIF:Line::C00016:;14
STIF:Line::C02124:;10
STIF:Line::C00640:;42
STIF:Line::C01793:;458
STIF:Line::C01528:;415
STIF:Line::C00393:;95-05
STIF:Line::C01329:;La Traverse de Charonne
STIF:Line::C01396:;N42
STIF:Line::C00297:;8
STIF:Line::C01398:;N34
STIF:Line::C00049:;6142
STIF:Line::C02469:;T13
STIF:Line::C00837:;51
STIF:Line::C00869:;CPSF
STIF:Line::C00854:;42
STIF:Line::C00853:;41
STIF:Line::C00863:;22
STIF:Line::C02057:;6
STIF:Line::C00178:;25
STIF:Line::C00706:;6172
STIF:Line::C01114:;82
STIF:Line::C00676:;DM12
STIF:Line::C00661:;Express 20
STIF:Line::C00659:;18
STIF:Line::C01580:;610
STIF:Line::C01584:;616
STIF:Line::C00978:;913.08
STIF:Line::C00984:;913.50
STIF:Line::C01982:;31
STIF:Line::C00049:;6142
STIF:Line::C01105:;69
STIF:Line::C01416:;N16
STIF:Line::C01417:;N15
STIF:Line::C01417:;N15
STIF:Line::C01676:;431
STIF:Line::C01285:;321
STIF:Line::C01206:;185
STIF:Line::C01775:;S6
STIF:Line::C00317:;H
STIF:Line::C01791:;95-35
STIF:Line::C01126:;95
STIF:Line::C00688:;DM26
STIF:Line::C00424:;M
STIF:Line::C00423:;P
STIF:Line::C00422:;V
STIF:Line::C01588:;620
STIF:Line::C01143:;114
STIF:Line::C01857:;TER Centre - Val-de-Loire
STIF:Line::C01961:;8B
STIF:Line::C01721:;3907
STIF:Line::C01719:;3907C
STIF:Line::C00514:;3929 4
STIF:Line::C00512:;3929 2
STIF:Line::C01743:;B
STIF:Line::C00900:;F
STIF:Line::C02144:;T
STIF:Line::C00484:;3801
STIF:Line::C01181:;158
STIF:Line::C01197:;176
STIF:Line::C02425:;O
STIF:Line::C00672:;DM10A
STIF:Line::C00675:;DM11A
STIF:Line::C01090:;52
STIF:Line::C02137:;4
STIF:Line::C02370:;TER Normandie
STIF:Line::C01584:;616
STIF:Line::C01742:;A
STIF:Line::C00679:;DM16
STIF:Line::C02455:;20
STIF:Line::C01093:;56
STIF:Line::C02665:;Soirée Mantes-la-Ville
STIF:Line::C00424:;M
STIF:Line::C00737:;19
STIF:Line::C01560:;95-47
STIF:Line::C00518:;39-303
STIF:Line::C01747:;TER Grand-Est
STIF:Line::C00117:;26
STIF:Line::C01569:;EXPRESS 91-08
STIF:Line::C01676:;431
STIF:Line::C01679:;T3b
STIF:Line::C01404:;N32
STIF:Line::C01868:;6240
STIF:Line::C01794:;T6
STIF:Line::C00506:;3928B
STIF:Line::C01247:;256
STIF:Line::C01244:;252
STIF:Line::C00271:;91
STIF:Line::C01983:;35
STIF:Line::C01986:;41
STIF:Line::C01253:;270
STIF:Line::C02094:;02B
STIF:Line::C02608:;4348
STIF:Line::C01153:;124
STIF:Line::C01160:;132
STIF:Line::C00903:;6
STIF:Line::C02109:;37C
STIF:Line::C02282:;3613
STIF:Line::C00307:;1537
STIF:Line::C00304:;1511
STIF:Line::C02455:;20
STIF:Line::C00512:;3929 2
STIF:Line::C00963:;6802
STIF:Line::C02267:;T'bus 3
STIF:Line::C01712:;Filéo Survilliers (sur réservation)
STIF:Line::C00239:;R104
STIF:Line::C02485:;TàD 6131
STIF:Line::C01195:;174
STIF:Line::C01272:;301
STIF:Line::C01131:;102
STIF:Line::C00485:;1520
STIF:Line::C00390:;304
STIF:Line::C00665:;DM04
STIF:Line::C01615:;510
STIF:Line::C00209:;32
STIF:Line::C00548:;12 (Future 451)
STIF:Line::C01620:;405
STIF:Line::C01441:;I
STIF:Line::C00891:;3611
STIF:Line::C01644:;N143
STIF:Line::C01743:;B
STIF:Line::C00625:;21
STIF:Line::C02059:;27
STIF:Line::C00064:;Express 67
STIF:Line::C01798:;2C
STIF:Line::C00423:;P
STIF:Line::C00421:;B
STIF:Line::C00497:;39-12
STIF:Line::C01522:;441
STIF:Line::C01125:;94
STIF:Line::C00925:;34S1
STIF:Line::C01072:;20
STIF:Line::C02167:;12.1
STIF:Line::C01842:;H
STIF:Line::C01277:;308
STIF:Line::C01532:;419
STIF:Line::C01413:;N01
STIF:Line::C01748:;TER Normandie
STIF:Line::C01391:;T3a
STIF:Line::C00020:;121
STIF:Line::C00518:;39-303
STIF:Line::C00529:;39-203
STIF:Line::C00489:;39-003
STIF:Line::C00628:;25
STIF:Line::C00280:;32
STIF:Line::C00654:;41
STIF:Line::C01112:;80
STIF:Line::C01731:;R
STIF:Line::C00465:;1519
STIF:Line::C01058:;39
STIF:Line::C01863:;TER Hauts-de-France
STIF:Line::C01743:;B
STIF:Line::C01745:;TER Bourgogne - Franche-Comté
STIF:Line::C00204:;23
STIF:Line::C02426:;21 (Future 441)
STIF:Line::C01410:;N71
STIF:Line::C01163:;137
STIF:Line::C01165:;139
STIF:Line::C01188:;166
STIF:Line::C01619:;404
STIF:Line::C01630:;419
STIF:Line::C02194:;61A
STIF:Line::C02450:;42
STIF:Line::C02452:;44S
STIF:Line::C00074:;1
STIF:Line::C00366:;LM2
STIF:Line::C00691:;M153
STIF:Line::C00189:;1
STIF:Line::C01578:;607
STIF:Line::C00822:;9A
STIF:Line::C00414:;Q
STIF:Line::C01282:;319
STIF:Line::C01538:;464
STIF:Line::C01087:;46
STIF:Line::C01663:;109
STIF:Line::C01083:;38
STIF:Line::C01645:;N139
STIF:Line::C00351:;Inter-Vals
STIF:Line::C00495:;11
STIF:Line::C01985:;40
STIF:Line::C01990:;55
STIF:Line::C02284:;3658
STIF:Line::C02032:;18C
STIF:Line::C00820:;7A
STIF:Line::C00912:;L
STIF:Line::C02130:;3s
STIF:Line::C02497:;E
STIF:Line::C00233:;R6
STIF:Line::C02160:;32S
STIF:Line::C02117:;09B
STIF:Line::C00392:;305
STIF:Line::C02260:;Soirée Draveil
STIF:Line::C00367:;LM3
STIF:Line::C00378:;17
STIF:Line::C01253:;270
STIF:Line::C00557:;6 (Future 436)
STIF:Line::C02539:;16
STIF:Line::C01556:;95-43
STIF:Line::C01560:;95-47
STIF:Line::C02216:;423
STIF:Line::C01796:;2B
STIF:Line::C01240:;244
STIF:Line::C01853:;E
STIF:Line::C00692:;6201
STIF:Line::C00794:;4
STIF:Line::C00793:;1
STIF:Line::C02186:;63
STIF:Line::C01394:;N51
STIF:Line::C02093:;02A
STIF:Line::C00476:;95-20
STIF:Line::C00891:;3611
STIF:Line::C01313:;385
STIF:Line::C01736:;N
STIF:Line::C00735:;17
STIF:Line::C01289:;330
STIF:Line::C00093:;114
STIF:Line::C02092:;643
STIF:Line::C01149:;120
STIF:Line::C01250:;262
STIF:Line::C01124:;93
STIF:Line::C01096:;60
STIF:Line::C01744:;TER Centre - Val de Loire
STIF:Line::C01869:;44
STIF:Line::C01380:;10
STIF:Line::C01580:;610
STIF:Line::C01583:;615
STIF:Line::C01406:;N43
STIF:Line::C01242:;250
STIF:Line::C00571:;42
STIF:Line::C00418:;8
STIF:Line::C01378:;8
STIF:Line::C02568:;6
STIF:Line::C00420:;6287
STIF:Line::C00125:;171
STIF:Line::C00279:;27
STIF:Line::C02076:;6276
STIF:Line::C00789:;41
STIF:Line::C00886:;3656
STIF:Line::C01371:;1
STIF:Line::C01623:;408
STIF:Line::C00880:;3603
STIF:Line::C01560:;95-47
STIF:Line::C01127:;96
STIF:Line::C01624:;409
STIF:Line::C01538:;464
STIF:Line::C01540:;466
STIF:Line::C01415:;N11
STIF:Line::C01713:;46
STIF:Line::C01810:;108
STIF:Line::C00691:;M153
STIF:Line::C01681:;3
STIF:Line::C00239:;R104
STIF:Line::C01318:;393
STIF:Line::C02513:;Soir Versailles-Chantiers
STIF:Line::C00707:;6173
STIF:Line::C01075:;24
STIF:Line::C01575:;603
STIF:Line::C01677:;430
STIF:Line::C02065:;681S
STIF:Line::C01248:;258
STIF:Line::C01686:;L
STIF:Line::C01413:;N01
STIF:Line::C01079:;29
STIF:Line::C01748:;TER Normandie
STIF:Line::C02375:;TER Normandie
STIF:Line::C00140:;95-23
STIF:Line::C00187:;23
STIF:Line::C00238:;R113
STIF:Line::C00235:;R110
STIF:Line::C01298:;350
STIF:Line::C01299:;351
STIF:Line::C00223:;EX93 Bobigny
STIF:Line::C00619:;7
STIF:Line::C01659:;A
STIF:Line::C01411:;N41
STIF:Line::C00878:;3608
STIF:Line::C00843:;3
STIF:Line::C00867:;23
STIF:Line::C00863:;22
STIF:Line::C00513:;3929 3
STIF:Line::C02598:;R
STIF:Line::C00764:;35
STIF:Line::C01406:;N43
STIF:Line::C00172:;15
STIF:Line::C01119:;87
STIF:Line::C00116:;33
STIF:Line::C00862:;21
STIF:Line::C00824:;11A
STIF:Line::C01187:;165
STIF:Line::C01577:;605
STIF:Line::C00705:;6171
STIF:Line::C00038:;6132
STIF:Line::C01340:;AS AUTOBUS SURESNOIS
STIF:Line::C02607:;4347
STIF:Line::C02455:;20
STIF:Line::C01730:;P
STIF:Line::C01721:;3907
STIF:Line::C00254:;711
STIF:Line::C00260:;716
STIF:Line::C01245:;253
STIF:Line::C01173:;148
STIF:Line::C01218:;199
STIF:Line::C00187:;23
STIF:Line::C00958:;D
STIF:Line::C01522:;441
STIF:Line::C01956:;420
STIF:Line::C00426:;Express 78
STIF:Line::C00789:;41
STIF:Line::C01416:;N16
STIF:Line::C01241:;249
STIF:Line::C00619:;7
STIF:Line::C02495:;TàD 4305
STIF:Line::C00173:;18
STIF:Line::C01389:;T1
STIF:Line::C00230:;R3
STIF:Line::C00130:;62
STIF:Line::C02541:;25
STIF:Line::C01138:;109
STIF:Line::C01086:;43
STIF:Line::C01774:;T7
STIF:Line::C00481:;CitéVal Sud Herblay
STIF:Line::C00921:;31S
STIF:Line::C01148:;119
STIF:Line::C01480:;17A
STIF:Line::C00945:;60
STIF:Line::C01195:;174
STIF:Line::C01255:;274
STIF:Line::C01354:;TUC
STIF:Line::C01140:;111
STIF:Line::C00801:;3633
STIF:Line::C00773:;47
STIF:Line::C01093:;56
STIF:Line::C00894:;3653
STIF:Line::C01580:;610
STIF:Line::C00666:;DM5
STIF:Line::C01676:;431
STIF:Line::C01493:;6280
STIF:Line::C01086:;43
STIF:Line::C00758:;89
STIF:Line::C01036:;72
STIF:Line::C00298:;9
STIF:Line::C01624:;409
STIF:Line::C01619:;404
STIF:Line::C02437:;209
STIF:Line::C01879:;2
STIF:Line::C00914:;19
STIF:Line::C00945:;60
STIF:Line::C00943:;57
STIF:Line::C01389:;T1
STIF:Line::C00512:;3929 2
STIF:Line::C00738:;20
STIF:Line::C01962:;9B
STIF:Line::C01160:;132
STIF:Line::C01215:;195
STIF:Line::C01396:;N42
STIF:Line::C01194:;173
STIF:Line::C02500:;T
STIF:Line::C01798:;2C
STIF:Line::C01614:;G
STIF:Line::C00271:;91
STIF:Line::C00270:;40
STIF:Line::C01879:;2
STIF:Line::C00203:;22
STIF:Line::C01090:;52
STIF:Line::C02167:;12.1
STIF:Line::C00403:;10
STIF:Line::C00241:;R106
STIF:Line::C02030:;Soirée Louvres
STIF:Line::C01171:;146
STIF:Line::C00414:;Q
STIF:Line::C02565:;1
STIF:Line::C00224:;Gbus
STIF:Line::C01432:;Filéo Goussainville (sur réservation)
STIF:Line::C00700:;6209
STIF:Line::C00761:;88C
STIF:Line::C01173:;148
STIF:Line::C01158:;129
STIF:Line::C00881:;3601
STIF:Line::C00214:;43
STIF:Line::C01721:;3907
STIF:Line::C01642:;N134
STIF:Line::C01167:;141
STIF:Line::C00401:;5
STIF:Line::C02129:;3
STIF:Line::C02132:;9s
STIF:Line::C00020:;121
STIF:Line::C01079:;29
STIF:Line::C02520:;11s
STIF:Line::C00054:;2
STIF:Line::C02139:;8s
STIF:Line::C00168:;8
STIF:Line::C01528:;415
STIF:Line::C01494:;7 (ex SAMOIS)
STIF:Line::C02455:;20
STIF:Line::C01607:;N
STIF:Line::C01235:;235
STIF:Line::C02264:;20
STIF:Line::C00735:;17
STIF:Line::C02554:;58
STIF:Line::C02144:;T
STIF:Line::C02289:;113
STIF:Line::C01583:;615
STIF:Line::C01072:;20
STIF:Line::C01420:;N12
STIF:Line::C00965:;6806
STIF:Line::C00374:;LP2
STIF:Line::C02537:;15
STIF:Line::C02571:;14
STIF:Line::C02098:;02F
STIF:Line::C02077:;31A
STIF:Line::C01735:;DIM
STIF:Line::C01260:;281
STIF:Line::C01140:;111
STIF:Line::C01584:;616
STIF:Line::C00755:;88A
STIF:Line::C02026:;4331
STIF:Line::C01742:;A
STIF:Line::C00797:;112
STIF:Line::C00844:;4
STIF:Line::C01150:;121
STIF:Line::C00669:;DM7S
STIF:Line::C00335:;C
STIF:Line::C01820:;02E
STIF:Line::C01143:;114
STIF:Line::C02437:;209
STIF:Line::C00392:;305
STIF:Line::C00965:;6806
STIF:Line::C00225:;116
STIF:Line::C01033:;75
STIF:Line::C01730:;P
STIF:Line::C02626:;Soir Vernouillet-Verneuil
STIF:Line::C02570:;13
STIF:Line::C00544:;439
STIF:Line::C01124:;93
STIF:Line::C02024:;4329
STIF:Line::C00768:;40
STIF:Line::C01588:;620
