name;MonitoringRef
College Stendhal;STIF:StopPoint:Q:40500:
College Stephane Hessel;STIF:StopPoint:Q:480474:
College Sully;STIF:StopPoint:Q:12463:
College Tillon;STIF:StopPoint:Q:12658:
College Vasco;STIF:StopPoint:Q:34084:
College Vermay;STIF:StopPoint:Q:15223:
College Victor Hugo;STIF:StopPoint:Q:19546:
College Victor Schoelcher;STIF:StopPoint:Q:15566:
College Vignaud;STIF:StopPoint:Q:31527:
College Villeroy;STIF:StopPoint:Q:9491:
College Yves du Manoir;STIF:StopPoint:Q:477535:
Colleges;STIF:StopPoint:Q:29923:
Collin;STIF:StopPoint:Q:26193:
Colline d'Elancourt Bus Paris 2024;STIF:StopPoint:Q:488500:
Collot;STIF:StopPoint:Q:10848:
Colmar;STIF:StopPoint:Q:19899:
Colmet - Lepinay;STIF:StopPoint:Q:22660:
Colombe - Hardelet;STIF:StopPoint:Q:27776:
Colombe-Hardelet;STIF:StopPoint:Q:27844:
Colombes;STIF:StopPoint:Q:36823:
Colombier;STIF:StopPoint:Q:38498:
Colonel Arnaud Beltrame;STIF:StopPoint:Q:479371:
Colonel Bourgoin;STIF:StopPoint:Q:488355:
Colonel Fabien;STIF:StopPoint:Q:2249:
Colonel Monteil;STIF:StopPoint:Q:28700:
Colonel Pierre Avia;STIF:StopPoint:Q:8094:
Colongo;STIF:StopPoint:Q:18803:
Cols Verts;STIF:StopPoint:Q:9447:
Colucci Gandhi;STIF:StopPoint:Q:9051:
Colverts;STIF:StopPoint:Q:477988:
Combattants;STIF:StopPoint:Q:40708:
Combernoux;STIF:StopPoint:Q:21335:
Comble;STIF:StopPoint:Q:19692:
Combreux;STIF:StopPoint:Q:16545:
Combs la Ville Quincy;STIF:StopPoint:Q:41366:
Combs-la-Ville Quincy;STIF:StopPoint:Q:32988:
Comedie Française;STIF:StopPoint:Q:19649:
Comete;STIF:StopPoint:Q:28485:
Comices;STIF:StopPoint:Q:477031:
Commandant d'Estienne d'Orves;STIF:StopPoint:Q:40182:
Commandant Doue;STIF:StopPoint:Q:413315:
Commandant Lamy;STIF:StopPoint:Q:26292:
Commandant Mouchotte;STIF:StopPoint:Q:9933:
Commandant Riviere;STIF:StopPoint:Q:7936:
Commanderie;STIF:StopPoint:Q:427124:
Commerce;STIF:StopPoint:Q:463162:
Commissariat;STIF:StopPoint:Q:11736:
Commissariat - François Mitterrand;STIF:StopPoint:Q:5952:
Commissariat de l'Haÿ-les-Roses;STIF:StopPoint:Q:23228:
Compagnie des Eaux;STIF:StopPoint:Q:477356:
Compans;STIF:StopPoint:Q:471684:
Compas;STIF:StopPoint:Q:8826:
Complexe Sportif;STIF:StopPoint:Q:34542:
COMSIP;STIF:StopPoint:Q:460485:
Comtesse RD 43;STIF:StopPoint:Q:423053:
Comtesse Route de Bouafle;STIF:StopPoint:Q:32928:
Concarneau;STIF:StopPoint:Q:15091:
Concorde;STIF:StopPoint:Q:27444:
Concorde - Cours la Reine;STIF:StopPoint:Q:23450:
Concorde - Quai des Tuileries;STIF:StopPoint:Q:27339:
Concorde - Royale;STIF:StopPoint:Q:10298:
Concorde Royale;STIF:StopPoint:Q:8316:
Conde Circulaire;STIF:StopPoint:Q:19009:
Condorcet;STIF:StopPoint:Q:27335:
Condorcet - Mairie RER;STIF:StopPoint:Q:12129:
Condorcet - Trudaine;STIF:StopPoint:Q:23000:
Condorcet Liegeard;STIF:StopPoint:Q:19588:
Conflans Fin d'Oise;STIF:StopPoint:Q:472488:
Conflans Fin d'Oise - Quai A1;STIF:StopPoint:Q:481926:
Conflans Fin d'Oise - Quai A2;STIF:StopPoint:Q:481714:
Conflans Fin d'Oise - Quai A3;STIF:StopPoint:Q:18758:
Conflans Fin d'Oise Noctilien;STIF:StopPoint:Q:485297:
Conflans Sainte-Honorine;STIF:StopPoint:Q:41486:
Conflans-Fin d'Oise;STIF:StopPoint:Q:411350:
Conforama;STIF:StopPoint:Q:21880:
Congerville;STIF:StopPoint:Q:3482:
Congo;STIF:StopPoint:Q:28497:
Connebot;STIF:StopPoint:Q:29530:
Conseil Departemental / Conseil General;STIF:StopPoint:Q:41477:
Conservatoire;STIF:StopPoint:Q:422621:
Conservatoire de Musique;STIF:StopPoint:Q:5406:
Conservatoire Jean Wiener / Liberation;STIF:StopPoint:Q:26906:
Conservatoire-Pressense;STIF:StopPoint:Q:24585:
Constant Coquelin;STIF:StopPoint:Q:479002:
Constantin Pecqueur;STIF:StopPoint:Q:9997:
Constellation;STIF:StopPoint:Q:31210:
Constituante;STIF:StopPoint:Q:34992:
Convention;STIF:StopPoint:Q:22058:
Convention - Fontainebleau;STIF:StopPoint:Q:37125:
Convention - Jaures;STIF:StopPoint:Q:24341:
Convention - Lecourbe;STIF:StopPoint:Q:426999:
Convention - Lourmel;STIF:StopPoint:Q:412990:
Convention - Saint Charles;STIF:StopPoint:Q:23461:
Convention - Saint-Charles;STIF:StopPoint:Q:23599:
Convention - Vaugirard;STIF:StopPoint:Q:24010:
Convois;STIF:StopPoint:Q:19952:
Cooperation;STIF:StopPoint:Q:483660:
Copenhague;STIF:StopPoint:Q:419761:
Copernic;STIF:StopPoint:Q:23902:
Copierres;STIF:StopPoint:Q:416837:
Coq Hardi;STIF:StopPoint:Q:5564:
Coquelicots;STIF:StopPoint:Q:16942:
Coquerel;STIF:StopPoint:Q:13145:
Coquerive Haut;STIF:StopPoint:Q:425770:
Coquetiere;STIF:StopPoint:Q:4783:
Coquetiers;STIF:StopPoint:Q:32711:
Corbeil Essonnes;STIF:StopPoint:Q:41336:
Corbeil-Essonnes;STIF:StopPoint:Q:422699:
Corbeil-Essonnes Zola;STIF:StopPoint:Q:21532:
Corbellerie;STIF:StopPoint:Q:34509:
Corbeval;STIF:StopPoint:Q:33589:
Corbeville;STIF:StopPoint:Q:6314:
Corbie;STIF:StopPoint:Q:11079:
Cordeville;STIF:StopPoint:Q:29678:
Cordier;STIF:StopPoint:Q:21823:
Cordonniers;STIF:StopPoint:Q:11261:
Corentin Cariou;STIF:StopPoint:Q:463152:
Corentin Celton;STIF:StopPoint:Q:463153:
Corentin Celton - Metro;STIF:StopPoint:Q:37066:
Cormeilles;STIF:StopPoint:Q:32053:
Cormeilles en Parisis;STIF:StopPoint:Q:461922:
Cormeilles-en-Parisis;STIF:StopPoint:Q:5116:
Cormiers Ricard;STIF:StopPoint:Q:32052:
Cornebiche;STIF:StopPoint:Q:30258:
Corneille;STIF:StopPoint:Q:4099:
Corneilles;STIF:StopPoint:Q:25797:
Cornilliot (acces SNCF);STIF:StopPoint:Q:15525:
Cornillon;STIF:StopPoint:Q:10806:
Cornillon Sud;STIF:StopPoint:Q:25565:
Corning;STIF:StopPoint:Q:30724:
Cornouaille;STIF:StopPoint:Q:4360:
Cornouailles;STIF:StopPoint:Q:417624:
Cornouiller;STIF:StopPoint:Q:18493:
Cornouillers;STIF:StopPoint:Q:8793:
Corot;STIF:StopPoint:Q:19303:
Corps de Garde;STIF:StopPoint:Q:16732:
Corvisart;STIF:StopPoint:Q:22175:
Cosec;STIF:StopPoint:Q:13443:
Cosmonautes;STIF:StopPoint:Q:19527:
Cosmonautes - Flaubert;STIF:StopPoint:Q:3306:
Cosmonautes - Stalingrad;STIF:StopPoint:Q:20454:
Cossigny;STIF:StopPoint:Q:30259:
Cosson - Longuet;STIF:StopPoint:Q:22871:
Costco;STIF:StopPoint:Q:485335:
Costic;STIF:StopPoint:Q:4615:
Cote a Soulas;STIF:StopPoint:Q:29137:
Cote de la Gruerie;STIF:StopPoint:Q:38973:
Cote de Paris;STIF:StopPoint:Q:422758:
Cote de Picardie;STIF:StopPoint:Q:4331:
Cote du Pavillon;STIF:StopPoint:Q:32381:
Cote Rotie;STIF:StopPoint:Q:5471:
Cote Saint Remy - Champs Druets;STIF:StopPoint:Q:5359:
Cote Saint-Jean;STIF:StopPoint:Q:13633:
Cote Valorge;STIF:StopPoint:Q:2916:
Coteau;STIF:StopPoint:Q:417705:
Coteau de la Gare;STIF:StopPoint:Q:38505:
Coteaux;STIF:StopPoint:Q:416663:
Coteaux;STIF:StopPoint:Q:15533:
Coteaux de l'Orge;STIF:StopPoint:Q:490668:
Coteaux de Seine;STIF:StopPoint:Q:12542:
Coteaux RD934;STIF:StopPoint:Q:15542:
Coteaux Sud;STIF:StopPoint:Q:39659:
Cotentin - Montparnasse 3;STIF:StopPoint:Q:29978:
Cotes Reverses;STIF:StopPoint:Q:35093:
Coton;STIF:StopPoint:Q:10504:
Cottage;STIF:StopPoint:Q:3401:
Cottage Delacroix;STIF:StopPoint:Q:419564:
Cottage Mondetour;STIF:StopPoint:Q:11364:
Cottages;STIF:StopPoint:Q:13787:
Coty Rue de la Gare;STIF:StopPoint:Q:35646:
Couarde;STIF:StopPoint:Q:484071:
Coubertin;STIF:StopPoint:Q:8372:
Coubras;STIF:StopPoint:Q:11113:
Coudraies;STIF:StopPoint:Q:480688:
Coudray Montceaux;STIF:StopPoint:Q:41358:
Couilly - Saint-Germain - Quincy;STIF:StopPoint:Q:10964:
Couilly Saint-Germain Quincy;STIF:StopPoint:Q:41067:
Coulee Verte;STIF:StopPoint:Q:417800:
Coullemont;STIF:StopPoint:Q:18852:
Coulomb;STIF:StopPoint:Q:39052:
Coulommiers;STIF:StopPoint:Q:6173:
Couperin;STIF:StopPoint:Q:481437:
Coupigny;STIF:StopPoint:Q:6669:
Cour des Adieux;STIF:StopPoint:Q:37090:
Cour Saint-Emilion;STIF:StopPoint:Q:21956:
Courberonne;STIF:StopPoint:Q:15545:
Courbevoie;STIF:StopPoint:Q:24329:
Courbevoie - Europe;STIF:StopPoint:Q:39426:
Courbon Cours aux Bertons;STIF:StopPoint:Q:6830:
Courcelle;STIF:StopPoint:Q:9936:
Courcelle - Intermarche;STIF:StopPoint:Q:480647:
Courcelle - Lycee de la Vallee;STIF:StopPoint:Q:424403:
Courcelle 11 Novembre;STIF:StopPoint:Q:8594:
Courcelles;STIF:StopPoint:Q:10833:
Courcelles la Roue;STIF:StopPoint:Q:10946:
Courcelles sous Jouarre;STIF:StopPoint:Q:477985:
Courcelle-sur-Yvette;STIF:StopPoint:Q:473966:
Courfruit;STIF:StopPoint:Q:482495:
Courgousson;STIF:StopPoint:Q:486792:
Courlis;STIF:StopPoint:Q:7456:
Courmereau;STIF:StopPoint:Q:6735:
Courois Lavoir;STIF:StopPoint:Q:6509:
Couronne;STIF:StopPoint:Q:39290:
Couronnes;STIF:StopPoint:Q:39465:
Cours de l'Ermitage;STIF:StopPoint:Q:34913:
Cours de l'Europe;STIF:StopPoint:Q:40362:
Cours de l'Ile Seguin;STIF:StopPoint:Q:483592:
Cours de Vincennes;STIF:StopPoint:Q:18204:
Cours des Lacs;STIF:StopPoint:Q:482789:
Cours General de Gaulle;STIF:StopPoint:Q:30063:
Cours la Reine - Chevaux de Marly;STIF:StopPoint:Q:25535:
Cours Vertes;STIF:StopPoint:Q:31836:
Courtaboeuf 7;STIF:StopPoint:Q:3641:
Courtaron - Centre;STIF:StopPoint:Q:10750:
Courte Soupe;STIF:StopPoint:Q:6839:
Courteline;STIF:StopPoint:Q:7665:
Courtes Terres;STIF:StopPoint:Q:421239:
Courtesoupe;STIF:StopPoint:Q:10877:
Courtilliere;STIF:StopPoint:Q:15551:
Courtry Chateau d'eau;STIF:StopPoint:Q:6337:
Courts Sillons;STIF:StopPoint:Q:36413:
Courty;STIF:StopPoint:Q:7323:
Cousin de Mericourt;STIF:StopPoint:Q:28582:
Coussaye-Soupirs;STIF:StopPoint:Q:14296:
Couture;STIF:StopPoint:Q:18590:
Couture d'Auxerre;STIF:StopPoint:Q:24089:
Coutures;STIF:StopPoint:Q:18396:
Covoiturage;STIF:StopPoint:Q:462090:
Coypel - Champ Lagarde;STIF:StopPoint:Q:4299:
Coysevox;STIF:StopPoint:Q:26200:
Craboches;STIF:StopPoint:Q:6515:
Craches;STIF:StopPoint:Q:31658:
Craiova;STIF:StopPoint:Q:36789:
Craonne;STIF:StopPoint:Q:7465:
Crapart Nacu;STIF:StopPoint:Q:16657:
Cravent Ecole;STIF:StopPoint:Q:488735:
CRC;STIF:StopPoint:Q:23710:
Creapole 2;STIF:StopPoint:Q:426738:
Creche;STIF:StopPoint:Q:14276:
Creche;STIF:StopPoint:Q:32055:
Creche Jean Effel;STIF:StopPoint:Q:25196:
Crecy la Chapelle;STIF:StopPoint:Q:41069:
Crecy la Chapelle (Quai B);STIF:StopPoint:Q:10594:
Crecy-la-Chapelle (Depose);STIF:StopPoint:Q:20215:
Crecy-la-Chapelle (Quai A);STIF:StopPoint:Q:484440:
Crecy-la-Chapelle (Quai C);STIF:StopPoint:Q:479598:
Crecy-la-Chapelle (Quai D);STIF:StopPoint:Q:479599:
Credit Agricole;STIF:StopPoint:Q:2871:
Creil;STIF:StopPoint:Q:471128:
Crepoil;STIF:StopPoint:Q:10545:
Crepy en Valois;STIF:StopPoint:Q:411395:
Crepy-en-Valois;STIF:StopPoint:Q:417863:
Crespy;STIF:StopPoint:Q:30868:
Cressay;STIF:StopPoint:Q:35460:
Cressonnieres;STIF:StopPoint:Q:14464:
Creteil - l'Echat;STIF:StopPoint:Q:17398:
Creteil - L'echat;STIF:StopPoint:Q:463166:
Creteil - l'Echat (Hopital Henri Mondor);STIF:StopPoint:Q:490534:
Creteil - Prefecture;STIF:StopPoint:Q:463056:
Creteil - Universite;STIF:StopPoint:Q:27872:
Creteil Pompadour;STIF:StopPoint:Q:41530:
Creteil Pompadour;STIF:StopPoint:Q:472025:
Creteil-Prefecture - Metro;STIF:StopPoint:Q:39553:
Creutzer - Dantzig;STIF:StopPoint:Q:16616:
Creux Chemin;STIF:StopPoint:Q:2949:
Crevat Jaures;STIF:StopPoint:Q:30578:
Crevecoeur;STIF:StopPoint:Q:36564:
Crimee;STIF:StopPoint:Q:28256:
Crimee - Archereau;STIF:StopPoint:Q:23491:
Crimee - Aubervilliers;STIF:StopPoint:Q:24668:
Crimee - Curial;STIF:StopPoint:Q:23488:
Crimee - Rosa Parks;STIF:StopPoint:Q:420556:
Criquets;STIF:StopPoint:Q:12513:
Croisee des Chemins;STIF:StopPoint:Q:13635:
Croisement;STIF:StopPoint:Q:11293:
Croissy Mairie;STIF:StopPoint:Q:21140:
Croissy-Beaubourg - Z.I. Pariest;STIF:StopPoint:Q:26113:
Croix;STIF:StopPoint:Q:31909:
Croix aux Coq;STIF:StopPoint:Q:17125:
Croix Barree;STIF:StopPoint:Q:10936:
Croix Belle Avoine;STIF:StopPoint:Q:28175:
Croix Blanche;STIF:StopPoint:Q:16515:
Croix Boisee;STIF:StopPoint:Q:8593:
Croix Boissee;STIF:StopPoint:Q:35292:
Croix Bosset;STIF:StopPoint:Q:34948:
Croix Brisee;STIF:StopPoint:Q:20071:
Croix Buard;STIF:StopPoint:Q:38470:
Croix Chute;STIF:StopPoint:Q:15790:
Croix d'Arcueil;STIF:StopPoint:Q:26976:
Croix d'Autel;STIF:StopPoint:Q:29633:
Croix de Bois;STIF:StopPoint:Q:421251:
Croix de Chavaux;STIF:StopPoint:Q:463176:
Croix de Chavaux - Metro;STIF:StopPoint:Q:18791:
Croix de Chavaux - Rouget de Lisle;STIF:StopPoint:Q:36974:
Croix de Fer;STIF:StopPoint:Q:4721:
Croix de Jarcy;STIF:StopPoint:Q:17178:
Croix de la Chaise;STIF:StopPoint:Q:38483:
Croix de la Mission;STIF:StopPoint:Q:15803:
Croix de Lassy;STIF:StopPoint:Q:40475:
Croix de Saint-Roch;STIF:StopPoint:Q:426517:
Croix de Saulx;STIF:StopPoint:Q:35557:
Croix de Senart;STIF:StopPoint:Q:2423:
Croix de Six;STIF:StopPoint:Q:15811:
Croix de Vernailles;STIF:StopPoint:Q:3004:
Croix d'Eau;STIF:StopPoint:Q:37769:
Croix des Meches;STIF:StopPoint:Q:39551:
Croix Doree;STIF:StopPoint:Q:38891:
Croix du Jubile;STIF:StopPoint:Q:8970:
Croix du Roy;STIF:StopPoint:Q:427111:
Croix du Sud - Centre de Pneumologie;STIF:StopPoint:Q:35888:
Croix Ferron;STIF:StopPoint:Q:35491:
Croix Gauthier;STIF:StopPoint:Q:15556:
Croix l'Alouette;STIF:StopPoint:Q:38459:
Croix l'Aumone;STIF:StopPoint:Q:18995:
Croix l'Eveque;STIF:StopPoint:Q:20088:
Croix Macaire;STIF:StopPoint:Q:5157:
Croix Maingot;STIF:StopPoint:Q:31081:
Croix Marie;STIF:StopPoint:Q:32494:
Croix Noel;STIF:StopPoint:Q:478388:
Croix Paquet;STIF:StopPoint:Q:423098:
Croix Pasquier;STIF:StopPoint:Q:22878:
Croix Rochopt;STIF:StopPoint:Q:17067:
Croix Rouge;STIF:StopPoint:Q:34552:
Croix Rouge Fer;STIF:StopPoint:Q:3165:
Croix Saint Jerome;STIF:StopPoint:Q:7399:
Croix Saint Marc;STIF:StopPoint:Q:17144:
Croix Saint Pierre;STIF:StopPoint:Q:33268:
Croix Saint Simeon;STIF:StopPoint:Q:8695:
Croix Saint-Jacques;STIF:StopPoint:Q:30653:
Croix Saint-Louis;STIF:StopPoint:Q:15476:
Croix Saint-Marc;STIF:StopPoint:Q:37955:
Croix Saint-Pierre;STIF:StopPoint:Q:6421:
Croix Souris;STIF:StopPoint:Q:27841:
Croix Valentin;STIF:StopPoint:Q:9200:
Croix Verte;STIF:StopPoint:Q:18082:
Croms;STIF:StopPoint:Q:18418:
Croupet;STIF:StopPoint:Q:6244:
CROUS;STIF:StopPoint:Q:26844:
Crouy sur Ourcq;STIF:StopPoint:Q:41066:
Crouy-sur-Ourcq;STIF:StopPoint:Q:483858:
Crozatier;STIF:StopPoint:Q:14078:
Cruppet;STIF:StopPoint:Q:19138:
CSTB - Matteotti;STIF:StopPoint:Q:413148:
CTCI;STIF:StopPoint:Q:40134:
CTM;STIF:StopPoint:Q:41589:
Cucheron;STIF:StopPoint:Q:29344:
Cugny;STIF:StopPoint:Q:33724:
Cul Froid;STIF:StopPoint:Q:417122:
Culs Baillets;STIF:StopPoint:Q:34847:
Cultures Lorraine;STIF:StopPoint:Q:32056:
Cuny;STIF:StopPoint:Q:23538:
Cure;STIF:StopPoint:Q:424199:
Cure d'air;STIF:StopPoint:Q:11369:
Cures;STIF:StopPoint:Q:15474:
Curial - Archereau;STIF:StopPoint:Q:23163:
Curial - Crimee;STIF:StopPoint:Q:23164:
Curie;STIF:StopPoint:Q:12501:
Curie Foch;STIF:StopPoint:Q:30870:
Curie Pages;STIF:StopPoint:Q:32058:
Curie Pascal;STIF:StopPoint:Q:31150:
Curnonsky;STIF:StopPoint:Q:23680:
Curton;STIF:StopPoint:Q:27343:
Cusino;STIF:StopPoint:Q:39213:
Custine - Mont-Cenis;STIF:StopPoint:Q:25940:
Custine - Ramey;STIF:StopPoint:Q:25941:
Cutesson;STIF:StopPoint:Q:31196:
Cuverons;STIF:StopPoint:Q:29506:
Cuvier;STIF:StopPoint:Q:24735:
Cuvier - Emile Zola;STIF:StopPoint:Q:24737:
Cuvier - Jardin des Plantes;STIF:StopPoint:Q:28022:
Cyclopes;STIF:StopPoint:Q:474178:
Cygne d'Enghien;STIF:StopPoint:Q:2354:
Cygne d'Enghien - Joffre;STIF:StopPoint:Q:470955:
Cyprien Rethore;STIF:StopPoint:Q:38712:
Cyrano de Bergerac;STIF:StopPoint:Q:12134:
Cytises;STIF:StopPoint:Q:17873:
D 113;STIF:StopPoint:Q:32420:
D 82;STIF:StopPoint:Q:2950:
D. 191;STIF:StopPoint:Q:32413:
D201 - D49A;STIF:StopPoint:Q:6203:
D402;STIF:StopPoint:Q:6433:
D406;STIF:StopPoint:Q:484751:
Dagobert;STIF:StopPoint:Q:2646:
Dagoty;STIF:StopPoint:Q:22460:
Dainville;STIF:StopPoint:Q:10589:
D'Alembert;STIF:StopPoint:Q:2855:
D'Alembert - Vertugadins - Lycee;STIF:StopPoint:Q:37841:
Dame du Lac;STIF:StopPoint:Q:8481:
Dame Jeanne;STIF:StopPoint:Q:415753:
Dame Noire;STIF:StopPoint:Q:416868:
Dames;STIF:StopPoint:Q:17328:
Damesme;STIF:StopPoint:Q:23378:
Damiette;STIF:StopPoint:Q:8597:
Dammartin Juilly Saint Mard;STIF:StopPoint:Q:415825:
Dammartin Juilly Saint-Mard;STIF:StopPoint:Q:41077:
Dammartin-Juilly-Saint Mard;STIF:StopPoint:Q:490616:
Dampierre;STIF:StopPoint:Q:28579:
Damply;STIF:StopPoint:Q:18368:
Damremont - Caulaincourt;STIF:StopPoint:Q:26343:
Damremont - Championnet;STIF:StopPoint:Q:29282:
Damremont - Lamarck;STIF:StopPoint:Q:24886:
Damremont - Marcadet;STIF:StopPoint:Q:24889:
Damremont - Ordener;STIF:StopPoint:Q:24887:
Daniel Becker;STIF:StopPoint:Q:12361:
Daniel Defoe;STIF:StopPoint:Q:12136:
Daniel Fery;STIF:StopPoint:Q:28333:
Daniel Leduc;STIF:StopPoint:Q:15458:
Danielle Casanova;STIF:StopPoint:Q:11744:
Danielle Casanova - Paul Vaillant-Couturier;STIF:StopPoint:Q:28322:
Danielle Casanova - Pont Blanc;STIF:StopPoint:Q:30177:
Danjou;STIF:StopPoint:Q:28750:
Dante;STIF:StopPoint:Q:28418:
Danton;STIF:StopPoint:Q:427597:
Danton - Cimetiere Voltaire;STIF:StopPoint:Q:479120:
Danton - Gambetta;STIF:StopPoint:Q:36845:
Danton Stade;STIF:StopPoint:Q:21520:
Danube;STIF:StopPoint:Q:24687:
Dareau - Rene Coty;STIF:StopPoint:Q:28030:
Dareau - Saint-Jacques;STIF:StopPoint:Q:26840:
Dareau-Rene Coty;STIF:StopPoint:Q:29977:
Darse n°5;STIF:StopPoint:Q:413150:
Darse Nord 1;STIF:StopPoint:Q:29207:
Darse Nord 2;STIF:StopPoint:Q:29208:
Darse Sud;STIF:StopPoint:Q:29201:
Data Center;STIF:StopPoint:Q:486506:
Daubigny;STIF:StopPoint:Q:422240:
Daumesnil;STIF:StopPoint:Q:8479:
Daumesnil - Diderot;STIF:StopPoint:Q:24798:
Daumesnil - Felix Eboue;STIF:StopPoint:Q:27099:
Daumesnil - Ledru Rollin;STIF:StopPoint:Q:39750:
Daumier;STIF:StopPoint:Q:30999:
Dauphin - Anatole France;STIF:StopPoint:Q:427373:
Dauphine;STIF:StopPoint:Q:21346:
Dauphine;STIF:StopPoint:Q:3785:
David Leder;STIF:StopPoint:Q:29372:
Daviel;STIF:StopPoint:Q:30103:
Davout - Lagny;STIF:StopPoint:Q:463435:
Davy;STIF:StopPoint:Q:9124:
De Bange;STIF:StopPoint:Q:4127:
De Broglie;STIF:StopPoint:Q:474368:
De Gaulle;STIF:StopPoint:Q:424159:
De Gaulle - Gounod - Tabanou;STIF:StopPoint:Q:23231:
De Gaulle - Miterrand;STIF:StopPoint:Q:41776:
De Lattre;STIF:StopPoint:Q:5193:
De Lattre de Tassigny;STIF:StopPoint:Q:5717:
De Mun;STIF:StopPoint:Q:18908:
De Pressense;STIF:StopPoint:Q:7923:
De Vivonne;STIF:StopPoint:Q:31292:
Debain;STIF:StopPoint:Q:41810:
Debrousse - Centre de Sante;STIF:StopPoint:Q:37073:
Debussy;STIF:StopPoint:Q:16694:
Debussy - Chandon;STIF:StopPoint:Q:40893:
Decaux;STIF:StopPoint:Q:5794:
Dechetterie;STIF:StopPoint:Q:423798:
Declemy;STIF:StopPoint:Q:28462:
Decourbe / Hopital;STIF:StopPoint:Q:30630:
Dedale;STIF:StopPoint:Q:23037:
Defense;STIF:StopPoint:Q:25500:
Defense - Egalite;STIF:StopPoint:Q:25456:
Defense Ouest;STIF:StopPoint:Q:425376:
Degas;STIF:StopPoint:Q:8438:
Dejean;STIF:StopPoint:Q:31751:
Delalande Pasteur;STIF:StopPoint:Q:2647:
Delambre;STIF:StopPoint:Q:15574:
Delandre;STIF:StopPoint:Q:31700:
Delaroue;STIF:StopPoint:Q:30878:
Delaunay - Belleville;STIF:StopPoint:Q:42117:
Delaunay - Rimet;STIF:StopPoint:Q:26980:
Delerue;STIF:StopPoint:Q:12641:
Delestraint;STIF:StopPoint:Q:488051:
Delizy;STIF:StopPoint:Q:7972:
Delpal;STIF:StopPoint:Q:9952:
Delpeche;STIF:StopPoint:Q:25145:
Delphine Seyrig;STIF:StopPoint:Q:24533:
Demarine;STIF:StopPoint:Q:32910:
Demenerie;STIF:StopPoint:Q:415507:
Demi Lieue;STIF:StopPoint:Q:9074:
Demi Lune;STIF:StopPoint:Q:11746:
Demi Lune - Parc Zoologique;STIF:StopPoint:Q:25378:
Demi-Lune;STIF:StopPoint:Q:39960:
Demusois;STIF:StopPoint:Q:28495:
Denfert Rochereau;STIF:StopPoint:Q:37131:
Denfert-Rochereau;STIF:StopPoint:Q:473994:
Denfert-Rochereau - Arago;STIF:StopPoint:Q:490525:
Denfert-Rochereau - Daguerre;STIF:StopPoint:Q:22980:
Denfert-Rochereau - Froidevaux;STIF:StopPoint:Q:29972:
Denfert-Rochereau - Metro-RER;STIF:StopPoint:Q:22847:
Denfert-Rochereau - Saint-Jacques;STIF:StopPoint:Q:479947:
Denicherie 1;STIF:StopPoint:Q:15763:
Denicherie 2;STIF:StopPoint:Q:15439:
Denis Papin;STIF:StopPoint:Q:32716:
Denisy;STIF:StopPoint:Q:31701:
Denton;STIF:StopPoint:Q:20577:
Departement - Marx Dormoy;STIF:StopPoint:Q:40771:
Depinoy;STIF:StopPoint:Q:28644:
Deportes;STIF:StopPoint:Q:30488:
Dequeant;STIF:StopPoint:Q:8272:
Dequevauvilliers;STIF:StopPoint:Q:15190:
Des Carrieres;STIF:StopPoint:Q:15419:
Des nenuphars;STIF:StopPoint:Q:19251:
Desaix;STIF:StopPoint:Q:23479:
Desavis;STIF:StopPoint:Q:13683:
Descartes;STIF:StopPoint:Q:27058:
Descartes - Malcolm X;STIF:StopPoint:Q:37987:
Descartes - Renault;STIF:StopPoint:Q:39041:
Deschamps;STIF:StopPoint:Q:14750:
Desgranges - Solidarite;STIF:StopPoint:Q:37771:
Desire Bois;STIF:StopPoint:Q:17047:
Desire Lefevre;STIF:StopPoint:Q:479811:
Desire Thoison;STIF:StopPoint:Q:15907:
Deslandes;STIF:StopPoint:Q:23697:
Deslandes - Caboeufs;STIF:StopPoint:Q:420561:
Desnouettes;STIF:StopPoint:Q:24116:
Desnouettes - Vasco de Gama;STIF:StopPoint:Q:24248:
Despatys Prefecture;STIF:StopPoint:Q:30879:
D'Estienne d'Orves;STIF:StopPoint:Q:24337:
D'Estienne d'Orves - Division Leclerc;STIF:StopPoint:Q:23219:
D'Estienne d'Orves - General Leclerc;STIF:StopPoint:Q:22877:
Desvignes;STIF:StopPoint:Q:34842:
Deuil - Montmagny;STIF:StopPoint:Q:37933:
Deuil Montmagny;STIF:StopPoint:Q:411425:
Deuil-Montmagny;STIF:StopPoint:Q:471012:
Deux Biches;STIF:StopPoint:Q:35962:
Deux Communes;STIF:StopPoint:Q:16708:
Deux Departements;STIF:StopPoint:Q:13015:
Dewoitine;STIF:StopPoint:Q:12818:
DGAC;STIF:StopPoint:Q:419902:
D'Hautpoul;STIF:StopPoint:Q:24848:
Dheret;STIF:StopPoint:Q:34849:
D'Huilet;STIF:StopPoint:Q:485696:
Dhuis;STIF:StopPoint:Q:15224:
D'Huison;STIF:StopPoint:Q:415575:
Diane;STIF:StopPoint:Q:24096:
Diane Arbus;STIF:StopPoint:Q:30137:
Diane Arbus - Porte des Poissonniers;STIF:StopPoint:Q:462415:
Diaz;STIF:StopPoint:Q:30880:
Diderot;STIF:StopPoint:Q:39091:
Diderot - Bize;STIF:StopPoint:Q:420072:
Diderot - Silvestri;STIF:StopPoint:Q:12393:
Didot;STIF:StopPoint:Q:28689:
Dieppe;STIF:StopPoint:Q:36853:
