name;MonitoringRef
Digoy;STIF:StopPoint:Q:16713:
Digue - Revolution;STIF:StopPoint:Q:27494:
Dijon;STIF:StopPoint:Q:39093:
Dijon - Lachambeaudie;STIF:StopPoint:Q:27102:
Dijon - Lachambeaudie / Cour Saint-emilion;STIF:StopPoint:Q:39469:
Dimancherie;STIF:StopPoint:Q:11386:
DIme;STIF:StopPoint:Q:18319:
Direction du Port;STIF:StopPoint:Q:36602:
Dispensaire;STIF:StopPoint:Q:11749:
Dispensaire Danielle Casanova;STIF:StopPoint:Q:26735:
Dispensaire Saint-Denis;STIF:StopPoint:Q:25695:
Division Leclerc;STIF:StopPoint:Q:33788:
Division Leclerc - Brosselette;STIF:StopPoint:Q:417841:
Division Leclerc - Camille Desmoulins;STIF:StopPoint:Q:23386:
Division Leclerc - Courtillieres;STIF:StopPoint:Q:36517:
Division Leclerc - Fosse Bazin;STIF:StopPoint:Q:41819:
Division Leclerc - Langevin;STIF:StopPoint:Q:27682:
Division Leclerc - Mediatheque;STIF:StopPoint:Q:35823:
Division Leclerc - Stendhal;STIF:StopPoint:Q:28496:
Division Leclerc - Wallon;STIF:StopPoint:Q:19124:
Divison Leclerc;STIF:StopPoint:Q:5852:
Docteur Armand Brillard;STIF:StopPoint:Q:36321:
Docteur Bring;STIF:StopPoint:Q:12403:
Docteur Calmette;STIF:StopPoint:Q:39039:
Docteur Cathelin;STIF:StopPoint:Q:27170:
Docteur Charcot;STIF:StopPoint:Q:26236:
Docteur Darier;STIF:StopPoint:Q:10171:
Docteur Durand;STIF:StopPoint:Q:37242:
Docteur Fichez;STIF:StopPoint:Q:424305:
Docteur Finlay;STIF:StopPoint:Q:40078:
Docteur Finot;STIF:StopPoint:Q:26986:
Docteur Fleming;STIF:StopPoint:Q:40615:
Docteur Gley;STIF:StopPoint:Q:463805:
Docteur Goujon - Reuilly;STIF:StopPoint:Q:25303:
Docteur Guerin;STIF:StopPoint:Q:28615:
Docteur Laurent;STIF:StopPoint:Q:41630:
Docteur le Savoureux;STIF:StopPoint:Q:8182:
Docteur Netter;STIF:StopPoint:Q:25302:
Docteur Ramon;STIF:StopPoint:Q:28189:
Docteur Rampon;STIF:StopPoint:Q:8279:
Docteur Rochefort;STIF:StopPoint:Q:32060:
Docteur Rouques;STIF:StopPoint:Q:7598:
Docteur Roux;STIF:StopPoint:Q:34302:
Docteur Roux - Chambre des Metiers;STIF:StopPoint:Q:25794:
Docteur Schweitzer;STIF:StopPoint:Q:11548:
Docteur Tenine;STIF:StopPoint:Q:29041:
Docteur Tourasse;STIF:StopPoint:Q:28832:
Docteur Vaillant;STIF:StopPoint:Q:5902:
Dolet - Zola;STIF:StopPoint:Q:27800:
Domaine Cherioux;STIF:StopPoint:Q:29895:
Domaine de la Marche;STIF:StopPoint:Q:4329:
Domaine de la Vallee;STIF:StopPoint:Q:482672:
Domaine de Marivaux;STIF:StopPoint:Q:415645:
Domaine de Montgermont;STIF:StopPoint:Q:30441:
Domaine de Tanqueux;STIF:StopPoint:Q:10522:
Domaine des Aulnes;STIF:StopPoint:Q:4486:
Domaine du Parc;STIF:StopPoint:Q:35984:
Dome;STIF:StopPoint:Q:35144:
Domont;STIF:StopPoint:Q:41103:
Domont Gare;STIF:StopPoint:Q:485212:
Dona Mencia;STIF:StopPoint:Q:2278:
Donjon;STIF:StopPoint:Q:3792:
Donnerie;STIF:StopPoint:Q:422043:
Dordives;STIF:StopPoint:Q:471283:
Doret;STIF:StopPoint:Q:417732:
Dos d'Ane;STIF:StopPoint:Q:11752:
Douanier Rousseau;STIF:StopPoint:Q:24157:
Douce Feve;STIF:StopPoint:Q:17599:
Doudeauville;STIF:StopPoint:Q:24696:
Doumer - Brossolette;STIF:StopPoint:Q:485191:
Doumer Lafontaine;STIF:StopPoint:Q:12756:
Dourdan;STIF:StopPoint:Q:31340:
Dourdan la Foret;STIF:StopPoint:Q:41292:
Dourdan Passerelle;STIF:StopPoint:Q:31964:
Douy;STIF:StopPoint:Q:15477:
Dr Schweitzer;STIF:StopPoint:Q:14412:
Drancy;STIF:StopPoint:Q:411409:
Drancy - Avenir;STIF:StopPoint:Q:23306:
Dreux;STIF:StopPoint:Q:471576:
Drevet;STIF:StopPoint:Q:24789:
Dreyfus;STIF:StopPoint:Q:31991:
Droits de l'Homme;STIF:StopPoint:Q:415341:
Drouette;STIF:StopPoint:Q:31213:
Du Bellay;STIF:StopPoint:Q:3558:
Du Chene;STIF:StopPoint:Q:10584:
Dubrunfaut;STIF:StopPoint:Q:29425:
Dubuc;STIF:StopPoint:Q:31215:
Duchesne - Bollaert;STIF:StopPoint:Q:24673:
Ducourt;STIF:StopPoint:Q:416986:
Dufour;STIF:StopPoint:Q:18357:
Dufrenoy;STIF:StopPoint:Q:25346:
Dugny - La Courneuve;STIF:StopPoint:Q:426259:
Dugny La Courneuve;STIF:StopPoint:Q:427259:
Dugommier;STIF:StopPoint:Q:25895:
Duhamel;STIF:StopPoint:Q:17880:
Duhesme - Le Ruisseau;STIF:StopPoint:Q:27483:
Dumay Delille;STIF:StopPoint:Q:478339:
Dumont;STIF:StopPoint:Q:40515:
Dumont d'Urville - Belgique;STIF:StopPoint:Q:23743:
Dumouriez;STIF:StopPoint:Q:7909:
Dunant;STIF:StopPoint:Q:30760:
Dunkerque;STIF:StopPoint:Q:40045:
Dupleix;STIF:StopPoint:Q:22171:
Dupuytren;STIF:StopPoint:Q:39000:
Duquesne - Lowendal;STIF:StopPoint:Q:26353:
Duquesnel;STIF:StopPoint:Q:422090:
Durance;STIF:StopPoint:Q:21670:
Durantin - Burq;STIF:StopPoint:Q:24779:
Duranton;STIF:StopPoint:Q:25717:
Duras;STIF:StopPoint:Q:463619:
Duroc;STIF:StopPoint:Q:36741:
Duvivier;STIF:StopPoint:Q:18398:
E. Levassor;STIF:StopPoint:Q:2686:
E. Viollet-le-Duc;STIF:StopPoint:Q:9962:
Eaux de la Vanne;STIF:StopPoint:Q:21570:
Ebisoires;STIF:StopPoint:Q:25040:
Ecancourt;STIF:StopPoint:Q:9086:
Echampeu;STIF:StopPoint:Q:10731:
echangeur;STIF:StopPoint:Q:426179:
Echangeur A86;STIF:StopPoint:Q:4186:
Echangeur de Bagnolet;STIF:StopPoint:Q:37462:
Echangeur de Rosny;STIF:StopPoint:Q:2254:
Echou;STIF:StopPoint:Q:488629:
Ecluse;STIF:StopPoint:Q:33690:
Ecluse Saint Lazare;STIF:StopPoint:Q:478266:
Ecole;STIF:StopPoint:Q:6222:
ecole;STIF:StopPoint:Q:417024:
Ecole - Eglise;STIF:StopPoint:Q:30514:
Ecole - Mairie;STIF:StopPoint:Q:10786:
Ecole B. Plassard;STIF:StopPoint:Q:16071:
Ecole Bizet;STIF:StopPoint:Q:415351:
Ecole Boissiere;STIF:StopPoint:Q:26165:
Ecole Charles de Gaulle;STIF:StopPoint:Q:478222:
Ecole Chevry-en-Sereine;STIF:StopPoint:Q:33642:
ecole Croix Boissee;STIF:StopPoint:Q:411551:
Ecole de Gendarmerie;STIF:StopPoint:Q:30884:
Ecole de la Batellerie;STIF:StopPoint:Q:34762:
Ecole de la Garenne;STIF:StopPoint:Q:419735:
Ecole de Mondetour;STIF:StopPoint:Q:11362:
ecole de Musique;STIF:StopPoint:Q:13350:
Ecole de Police;STIF:StopPoint:Q:15912:
ecole de Villiers;STIF:StopPoint:Q:4817:
Ecole Delacroix;STIF:StopPoint:Q:480385:
Ecole Departementale;STIF:StopPoint:Q:39784:
Ecole des Bruyeres;STIF:StopPoint:Q:21305:
ecole des Girandoles;STIF:StopPoint:Q:10492:
Ecole des Maradas;STIF:StopPoint:Q:10134:
Ecole des Mines;STIF:StopPoint:Q:477447:
ecole des Pres;STIF:StopPoint:Q:427494:
Ecole des Sports;STIF:StopPoint:Q:426618:
Ecole d'Infirmieres;STIF:StopPoint:Q:3154:
Ecole du Breuil;STIF:StopPoint:Q:463643:
ecole du Centre;STIF:StopPoint:Q:422251:
Ecole du Guichet;STIF:StopPoint:Q:11401:
Ecole du Noyer - Dore;STIF:StopPoint:Q:487827:
ecole du Patis;STIF:StopPoint:Q:488444:
Ecole E. Piot;STIF:StopPoint:Q:6642:
Ecole Fauvet;STIF:StopPoint:Q:10668:
Ecole Fosse Rouge;STIF:StopPoint:Q:21359:
Ecole Gabriel Peri;STIF:StopPoint:Q:37989:
ecole Gabriel Peri;STIF:StopPoint:Q:37990:
ecole Gendarmerie;STIF:StopPoint:Q:413596:
Ecole Grez sur Loing;STIF:StopPoint:Q:33719:
Ecole Henri Barbusse;STIF:StopPoint:Q:426272:
ecole Henri Boiscommun;STIF:StopPoint:Q:422082:
Ecole Ile de France;STIF:StopPoint:Q:3486:
Ecole J.Auriol;STIF:StopPoint:Q:31112:
Ecole Jacques Prevert;STIF:StopPoint:Q:38519:
Ecole Jaures;STIF:StopPoint:Q:15565:
Ecole Jean Jaures;STIF:StopPoint:Q:38515:
Ecole Jean Mace;STIF:StopPoint:Q:427894:
Ecole Jules Ferry;STIF:StopPoint:Q:28465:
Ecole La Malmaison;STIF:StopPoint:Q:28814:
Ecole Lapierre;STIF:StopPoint:Q:7496:
ecole Leon Rouvrais;STIF:StopPoint:Q:10363:
ecole Les Bergeronnettes;STIF:StopPoint:Q:32771:
Ecole Les Clottins;STIF:StopPoint:Q:41938:
Ecole Louise Michel;STIF:StopPoint:Q:14619:
Ecole Marcel Pagnol;STIF:StopPoint:Q:419505:
Ecole Maternelle;STIF:StopPoint:Q:15950:
ecole Maternelle;STIF:StopPoint:Q:482668:
Ecole Matisse;STIF:StopPoint:Q:30885:
Ecole Michelet;STIF:StopPoint:Q:28073:
Ecole Militaire;STIF:StopPoint:Q:20631:
ecole Militaire;STIF:StopPoint:Q:26346:
Ecole Normale;STIF:StopPoint:Q:34528:
Ecole Normale Superieure;STIF:StopPoint:Q:463712:
Ecole Pasteur;STIF:StopPoint:Q:38516:
ecole Pasteur;STIF:StopPoint:Q:19760:
Ecole Paul Langevin;STIF:StopPoint:Q:26158:
Ecole Paul Painleve;STIF:StopPoint:Q:10292:
Ecole Primaire;STIF:StopPoint:Q:6876:
ecole primaire;STIF:StopPoint:Q:4884:
Ecole Princesse;STIF:StopPoint:Q:32228:
Ecole Sainte Therese;STIF:StopPoint:Q:12840:
Ecole Sisley;STIF:StopPoint:Q:30887:
Ecole Universalis;STIF:StopPoint:Q:480140:
Ecole Veterinaire;STIF:StopPoint:Q:22651:
Ecole Veterinaire de Maisons-Alfort;STIF:StopPoint:Q:39343:
Ecole Veterinaire de Maisons-Alfort - Metro;STIF:StopPoint:Q:37926:
ecole Veterinaire de Maisons-Alfort-Metro;STIF:StopPoint:Q:490810:
Ecole Vieilles Vignes;STIF:StopPoint:Q:427791:
Ecole Villemer;STIF:StopPoint:Q:33961:
Ecoles;STIF:StopPoint:Q:461967:
ecoles;STIF:StopPoint:Q:4545:
Ecoles de Gravelle;STIF:StopPoint:Q:25805:
Ecoles des Prevoyants;STIF:StopPoint:Q:18810:
Ecoles du Petit Colombes;STIF:StopPoint:Q:8079:
Ecoles La Roche;STIF:StopPoint:Q:11491:
ecomusee;STIF:StopPoint:Q:40576:
Ecopole Rio;STIF:StopPoint:Q:418868:
Ecoquartier Woodi;STIF:StopPoint:Q:481411:
Ecouen - ezanville;STIF:StopPoint:Q:41102:
Ecouen Ezanville;STIF:StopPoint:Q:14260:
ecouen Maillol;STIF:StopPoint:Q:14262:
Ecu de France;STIF:StopPoint:Q:424439:
Ecureuils;STIF:StopPoint:Q:39870:
Ecuyers;STIF:StopPoint:Q:34563:
Eden;STIF:StopPoint:Q:462584:
EDF;STIF:StopPoint:Q:21637:
EDF Lab les Renardieres;STIF:StopPoint:Q:426527:
Edgar Quinet;STIF:StopPoint:Q:22172:
Edison;STIF:StopPoint:Q:17027:
Edith Cavell - Waldeck Rousseau;STIF:StopPoint:Q:22466:
edith Piaf;STIF:StopPoint:Q:12144:
Edmond About;STIF:StopPoint:Q:27745:
Edmond Bonte;STIF:StopPoint:Q:8482:
Edmond Dobler;STIF:StopPoint:Q:424893:
Edmond Fouinat;STIF:StopPoint:Q:39337:
Edmond Hubert;STIF:StopPoint:Q:33685:
Edmond Nocard;STIF:StopPoint:Q:25734:
Edmond Rostand;STIF:StopPoint:Q:28771:
Edouard Belin;STIF:StopPoint:Q:413324:
Edouard Branly;STIF:StopPoint:Q:17224:
Edouard Branly / Pierre Edouard;STIF:StopPoint:Q:4340:
Edouard Depreux - Roger Salengro;STIF:StopPoint:Q:24653:
Edouard Imbs;STIF:StopPoint:Q:5363:
Edouard Lievin;STIF:StopPoint:Q:29492:
Edouard Maury;STIF:StopPoint:Q:25251:
Edouard petit;STIF:StopPoint:Q:477391:
Edouard Til;STIF:StopPoint:Q:413081:
Edouard Tremblay;STIF:StopPoint:Q:23265:
Edouard Vaillant;STIF:StopPoint:Q:27656:
edouard Vaillant;STIF:StopPoint:Q:17881:
Edouard Vaillant - Carnot;STIF:StopPoint:Q:18949:
Edouard Vaillant - Jean Jaures;STIF:StopPoint:Q:36897:
Egalite;STIF:StopPoint:Q:20526:
egalite;STIF:StopPoint:Q:39520:
Eglantines;STIF:StopPoint:Q:10184:
Eglise;STIF:StopPoint:Q:41451:
eglise;STIF:StopPoint:Q:11764:
Eglise - Avenue de Celle;STIF:StopPoint:Q:23858:
eglise - Avenue de Celle;STIF:StopPoint:Q:23857:
eglise - Theatre Gerard Philipe;STIF:StopPoint:Q:25446:
Eglise / Collegien;STIF:StopPoint:Q:15470:
Eglise / Ecole;STIF:StopPoint:Q:417000:
eglise / Mairie;STIF:StopPoint:Q:41637:
eglise / Marche de Saint-Brice;STIF:StopPoint:Q:5562:
eglise / Place;STIF:StopPoint:Q:31388:
Eglise / Trilport;STIF:StopPoint:Q:4953:
Eglise Chaintreaux;STIF:StopPoint:Q:33620:
Eglise Chatenoy;STIF:StopPoint:Q:33611:
eglise d'Auteuil;STIF:StopPoint:Q:24008:
eglise de Claye-Souilly;STIF:StopPoint:Q:13019:
Eglise de Colombes;STIF:StopPoint:Q:8053:
eglise de Colombes;STIF:StopPoint:Q:491158:
Eglise de Gournay;STIF:StopPoint:Q:15619:
eglise de la Plaine;STIF:StopPoint:Q:36592:
Eglise de La Varenne;STIF:StopPoint:Q:27981:
Eglise de Montarlot;STIF:StopPoint:Q:33756:
Eglise de Oissery;STIF:StopPoint:Q:490628:
eglise de Pantin;STIF:StopPoint:Q:22016:
eglise de Pantin - Metro;STIF:StopPoint:Q:22337:
eglise de Pierrefitte;STIF:StopPoint:Q:426394:
Eglise de Roissy-en-France;STIF:StopPoint:Q:490622:
eglise de Rosny-sous-Bois;STIF:StopPoint:Q:7805:
Eglise de Saint Soupplet;STIF:StopPoint:Q:490603:
Eglise de Sceaux;STIF:StopPoint:Q:26806:
Eglise de Ville d'Avray;STIF:StopPoint:Q:477770:
Eglise de Villiers le Bel;STIF:StopPoint:Q:39653:
Eglise de Villiers-sur-Marne;STIF:StopPoint:Q:478839:
eglise du Bourget;STIF:StopPoint:Q:491270:
Eglise du Bourget / Eglise Saint-Nicolas;STIF:StopPoint:Q:17587:
Eglise du Village;STIF:StopPoint:Q:9535:
eglise du Village;STIF:StopPoint:Q:25015:
Eglise Moncourt-Fromonville;STIF:StopPoint:Q:462710:
Eglise Notre Dame;STIF:StopPoint:Q:19376:
Eglise Notre Dame de Livry;STIF:StopPoint:Q:19237:
Eglise Notre-Dame;STIF:StopPoint:Q:32063:
Eglise Poste Dordives;STIF:StopPoint:Q:462711:
eglise Poste Dordives;STIF:StopPoint:Q:33664:
eglise RD 216;STIF:StopPoint:Q:478761:
Eglise Reveil Matin;STIF:StopPoint:Q:32193:
eglise Sacre Coeur;STIF:StopPoint:Q:12378:
Eglise Saint Eloi;STIF:StopPoint:Q:14665:
Eglise Saint Joseph;STIF:StopPoint:Q:19188:
eglise Saint Saturnin;STIF:StopPoint:Q:423819:
Eglise Saint-Charles;STIF:StopPoint:Q:29907:
Eglise Sainte-Genevieve;STIF:StopPoint:Q:426442:
Eglise Saint-Ferdinand;STIF:StopPoint:Q:26254:
eglise Saint-François;STIF:StopPoint:Q:16174:
Eglise Saint-Germain;STIF:StopPoint:Q:25252:
Eglise Saint-Germain de Charonne;STIF:StopPoint:Q:37074:
eglise Saint-Louis;STIF:StopPoint:Q:30579:
Eglise Saint-Martin;STIF:StopPoint:Q:30203:
Eglise Saint-Pierre;STIF:StopPoint:Q:28517:
Eglise Saint-Sulpice;STIF:StopPoint:Q:26781:
Eglise Villebeon;STIF:StopPoint:Q:33962:
egly;STIF:StopPoint:Q:18739:
Egremont;STIF:StopPoint:Q:31586:
EHPAD Simone Veil;STIF:StopPoint:Q:14341:
EID;STIF:StopPoint:Q:11205:
Eiffel;STIF:StopPoint:Q:31216:
Einstein;STIF:StopPoint:Q:20769:
Einstein - Galilee;STIF:StopPoint:Q:22553:
El Salvador;STIF:StopPoint:Q:26348:
Elisee Reclus;STIF:StopPoint:Q:40793:
Ella Fitzgerald;STIF:StopPoint:Q:24417:
Elsa Triolet;STIF:StopPoint:Q:26161:
Elsa Triolet - Erignac;STIF:StopPoint:Q:24733:
Elysee;STIF:StopPoint:Q:34408:
Emerainville - Pontault-Combault RER;STIF:StopPoint:Q:37821:
Emerainville Pontault-Combault;STIF:StopPoint:Q:11798:
Emery - Dantzig;STIF:StopPoint:Q:16611:
Emile;STIF:StopPoint:Q:20167:
Emile Bertin;STIF:StopPoint:Q:27900:
Emile Clapeyron;STIF:StopPoint:Q:20766:
emile Combes Clemenceau;STIF:StopPoint:Q:17087:
emile Combes Descartes;STIF:StopPoint:Q:17088:
Emile Cossonneau;STIF:StopPoint:Q:25182:
Emile Cousin;STIF:StopPoint:Q:4228:
emile Desprez;STIF:StopPoint:Q:29291:
Emile Duploye;STIF:StopPoint:Q:35162:
Emile Dureuil;STIF:StopPoint:Q:4370:
Emile Durkheim;STIF:StopPoint:Q:28711:
Emile Filee;STIF:StopPoint:Q:30428:
Emile Fontanier;STIF:StopPoint:Q:20708:
Emile Glay;STIF:StopPoint:Q:5544:
Emile Roux;STIF:StopPoint:Q:8403:
emile Seitz;STIF:StopPoint:Q:12150:
emile Sergent;STIF:StopPoint:Q:32525:
Emile Thiebaut;STIF:StopPoint:Q:32325:
Emile Zola;STIF:StopPoint:Q:23388:
emile Zola;STIF:StopPoint:Q:14172:
Emile Zola - Javel;STIF:StopPoint:Q:28027:
Emmanuel Kant;STIF:StopPoint:Q:479111:
Emmanuel Rain;STIF:StopPoint:Q:421898:
Emmaüs Bas;STIF:StopPoint:Q:11740:
Emmaüs Haut;STIF:StopPoint:Q:3008:
Emouleuses;STIF:StopPoint:Q:39696:
Emy-les-Pres;STIF:StopPoint:Q:419838:
Encyclopedie - Metallurgie;STIF:StopPoint:Q:22933:
Enfer Centre;STIF:StopPoint:Q:17748:
Engelthal;STIF:StopPoint:Q:41688:
Enghien-les-Bains;STIF:StopPoint:Q:7606:
ENSTA - Les Joncherettes;STIF:StopPoint:Q:9239:
Entree;STIF:StopPoint:Q:6616:
Entrepreneurs - Zone industrielle;STIF:StopPoint:Q:39294:
Entretien Nord;STIF:StopPoint:Q:9988:
Entretien Sud;STIF:StopPoint:Q:462807:
Epagnes;STIF:StopPoint:Q:41576:
Epernon;STIF:StopPoint:Q:411510:
Eperon;STIF:StopPoint:Q:11647:
epi d'Or;STIF:StopPoint:Q:36438:
epiais;STIF:StopPoint:Q:424260:
Epinal;STIF:StopPoint:Q:40649:
epinay - Orgemont;STIF:StopPoint:Q:42001:
Epinay - Villetaneuse;STIF:StopPoint:Q:426095:
epinay - Villetaneuse;STIF:StopPoint:Q:470874:
epinay Orgemont;STIF:StopPoint:Q:412152:
Epinay Villetaneuse;STIF:StopPoint:Q:427515:
Epinay-sur-Orge;STIF:StopPoint:Q:41307:
epinay-sur-Orge;STIF:StopPoint:Q:486898:
Epinay-sur-Seine;STIF:StopPoint:Q:426094:
epinay-sur-Seine;STIF:StopPoint:Q:472920:
epinay-sur-Seine - Gare;STIF:StopPoint:Q:42102:
Epinay-sur-Seine RER;STIF:StopPoint:Q:41993:
Epinay-Villetaneuse - Les Arcades;STIF:StopPoint:Q:2316:
Epine Guyon;STIF:StopPoint:Q:5134:
Epinemerie;STIF:StopPoint:Q:40909:
Epinettes;STIF:StopPoint:Q:419843:
epinettes;STIF:StopPoint:Q:35165:
Epinettes - Pouchet;STIF:StopPoint:Q:27899:
Epinoche;STIF:StopPoint:Q:11069:
Epis;STIF:StopPoint:Q:427841:
Epluches;STIF:StopPoint:Q:8879:
epluches;STIF:StopPoint:Q:472608:
Epone Mezieres;STIF:StopPoint:Q:18305:
epone Mezieres;STIF:StopPoint:Q:41202:
Equerre;STIF:StopPoint:Q:8823:
Erable;STIF:StopPoint:Q:15654:
Erables;STIF:StopPoint:Q:477206:
Eragny;STIF:StopPoint:Q:8778:
eragny - Neuville;STIF:StopPoint:Q:471562:
eragny - Neuville Gare;STIF:StopPoint:Q:420190:
Eragny Neuville;STIF:StopPoint:Q:41145:
EREA;STIF:StopPoint:Q:484722:
Ergal Centre;STIF:StopPoint:Q:5737:
Ergal Chambord;STIF:StopPoint:Q:25024:
Ergal Rond Point;STIF:StopPoint:Q:5740:
Eric de Martimprey;STIF:StopPoint:Q:9000:
Eric Tabarly;STIF:StopPoint:Q:18977:
Erich Von Stroheim;STIF:StopPoint:Q:21071:
Erignac;STIF:StopPoint:Q:28370:
Erik Satie;STIF:StopPoint:Q:20867:
Ermitage;STIF:StopPoint:Q:14328:
Ermitage Castors;STIF:StopPoint:Q:34444:
Ermitage de Villebon;STIF:StopPoint:Q:40805:
Ermitage Pont;STIF:StopPoint:Q:34445:
Ermont Eaubonne;STIF:StopPoint:Q:13271:
Ermont Halte;STIF:StopPoint:Q:41116:
Ermont-Eaubonne;STIF:StopPoint:Q:5256:
Ernest Hebert;STIF:StopPoint:Q:34189:
Ernest Lavisse;STIF:StopPoint:Q:13926:
Ernest Pivot;STIF:StopPoint:Q:18930:
Ernest Renan;STIF:StopPoint:Q:25908:
Ernestine;STIF:StopPoint:Q:7467:
ESAT;STIF:StopPoint:Q:479814:
Esbly;STIF:StopPoint:Q:483856:
Esbly - Quai A;STIF:StopPoint:Q:10645:
Esbly - Quai B;STIF:StopPoint:Q:10646:
Esbly / Mairie;STIF:StopPoint:Q:411236:
Esbly / Place de l'Europe;STIF:StopPoint:Q:472216:
Escadrille Normandie-Niemen;STIF:StopPoint:Q:22627:
Escadrille Normandie-Niemen - Jean Jaures Tram;STIF:StopPoint:Q:41431:
Escadrille Normandie-Niemen - Paul Vaillant-Couturier - Tram;STIF:StopPoint:Q:413092:
Escadrille Normandie-Niemen - Roger Salengro - Tramway;STIF:StopPoint:Q:29912:
Escadrille Normandie-Niemen - Stalingrad Tramway;STIF:StopPoint:Q:24897:
Escadrons;STIF:StopPoint:Q:488549:
Escalier des Ulis;STIF:StopPoint:Q:11343:
Esclangon;STIF:StopPoint:Q:14485:
Escudier;STIF:StopPoint:Q:427167:
Escudier - Marche;STIF:StopPoint:Q:28128:
Espace Andre Malraux;STIF:StopPoint:Q:19691:
Espace Angela Davis;STIF:StopPoint:Q:414418:
Espace Culturel - Robert Doisneau;STIF:StopPoint:Q:42028:
Espace Descartes;STIF:StopPoint:Q:426476:
Espace Michel Simon;STIF:StopPoint:Q:36242:
Espace Nautique La Vague;STIF:StopPoint:Q:424898:
Espace Nelson Mandela;STIF:StopPoint:Q:7508:
Espace Prevert;STIF:StopPoint:Q:38039:
Espace Roger Boisrame;STIF:StopPoint:Q:16619:
Espace Saint-Exupery;STIF:StopPoint:Q:481436:
Espace V;STIF:StopPoint:Q:41405:
Espace Vasarely;STIF:StopPoint:Q:12224:
Esperance;STIF:StopPoint:Q:462086:
Esperance - Julien Boursier;STIF:StopPoint:Q:39648:
Espinard / Fontaineroux;STIF:StopPoint:Q:37097:
Esplanade;STIF:StopPoint:Q:9912:
Esplanade Charles de Gaulle;STIF:StopPoint:Q:26206:
Esplanade de la Defense;STIF:StopPoint:Q:22102:
Esplanade de la Defense - Metro;STIF:StopPoint:Q:28514:
Esplanade des Invalides;STIF:StopPoint:Q:26290:
Esplanade du Foncet;STIF:StopPoint:Q:427183:
Essarts;STIF:StopPoint:Q:18617:
Essarts le Roi;STIF:StopPoint:Q:424233:
Essonne;STIF:StopPoint:Q:482662:
Essonnes Robinson;STIF:StopPoint:Q:470937:
Estendard;STIF:StopPoint:Q:5638:
Esterel;STIF:StopPoint:Q:11368:
Estienne d'Orves;STIF:StopPoint:Q:11602:
Estivalliere;STIF:StopPoint:Q:479078:
Estouches / Eglise;STIF:StopPoint:Q:20129:
etablissements Scolaires;STIF:StopPoint:Q:13020:
Etampes;STIF:StopPoint:Q:11806:
etampes;STIF:StopPoint:Q:3011:
Etang de la Tour;STIF:StopPoint:Q:31860:
Etang de l'Abbaye;STIF:StopPoint:Q:461323:
etang des Cerisaies;STIF:StopPoint:Q:486915:
Etang la Ville;STIF:StopPoint:Q:31443:
Etang Neuf;STIF:StopPoint:Q:3185:
etang Sec;STIF:StopPoint:Q:419957:
Etangs;STIF:StopPoint:Q:16373:
Etats-Unis Universite;STIF:StopPoint:Q:4214:
Etienne Dolet;STIF:StopPoint:Q:27360:
Etienne Dolet - De Gaulle;STIF:StopPoint:Q:25443:
Etienne Dolet - Metro;STIF:StopPoint:Q:28165:
Etienne Dolet - Pasteur;STIF:StopPoint:Q:25442:
Etienne Marcel;STIF:StopPoint:Q:20574:
Etienne Marcel - Cornet;STIF:StopPoint:Q:22569:
Etienne Marcel - Montmartre;STIF:StopPoint:Q:29444:
etigny Veron;STIF:StopPoint:Q:411454:
Etoile;STIF:StopPoint:Q:17191:
Etoile Bleue;STIF:StopPoint:Q:23914:
Etoile Stalingrad;STIF:StopPoint:Q:11776:
Etrechy;STIF:StopPoint:Q:3087:
etrechy;STIF:StopPoint:Q:41299:
Etrelles;STIF:StopPoint:Q:477917:
Etrez;STIF:StopPoint:Q:417106:
Etrier Chiroquois;STIF:StopPoint:Q:416611:
Eudoxie;STIF:StopPoint:Q:34822:
Eugene Blouin;STIF:StopPoint:Q:416864:
Eugene Colleau;STIF:StopPoint:Q:17091:
Eugene Flachat;STIF:StopPoint:Q:20794:
Eugene Henaff;STIF:StopPoint:Q:28328:
Eugene Hericourt;STIF:StopPoint:Q:25249:
Eugene Isabey;STIF:StopPoint:Q:15651:
Eugene Jacquet;STIF:StopPoint:Q:11756:
Eugene Lamarre;STIF:StopPoint:Q:25669:
Eugene Lumeau - Les Ecoles;STIF:StopPoint:Q:37386:
Eugene Potier;STIF:StopPoint:Q:38827:
Eugene Sue;STIF:StopPoint:Q:7901:
Eugene Varlin;STIF:StopPoint:Q:38808:
Eugene Voisin - Marche;STIF:StopPoint:Q:22659:
Eurocontrol;STIF:StopPoint:Q:3800:
Europarc;STIF:StopPoint:Q:21791:
Europe;STIF:StopPoint:Q:2643:
Europe / La Vallee;STIF:StopPoint:Q:29942:
Europe Saint-Cloud;STIF:StopPoint:Q:477522:
Europe Sud;STIF:StopPoint:Q:12820:
Europe Sud / Traite de Rome;STIF:StopPoint:Q:12726:
Eustache Lenoir;STIF:StopPoint:Q:6816:
evangile - Aubervilliers;STIF:StopPoint:Q:24597:
eveche;STIF:StopPoint:Q:20606:
evreux-Normandie;STIF:StopPoint:Q:411364:
evry;STIF:StopPoint:Q:41344:
evry - Courcouronnes;STIF:StopPoint:Q:486902:
Evry Courcouronnes;STIF:StopPoint:Q:33359:
evry Courcouronnes;STIF:StopPoint:Q:411313:
Evry Courcouronnes Centre (niveau 0);STIF:StopPoint:Q:420822:
Evry Val de Seine;STIF:StopPoint:Q:21534:
evry Val de Seine;STIF:StopPoint:Q:480393:
